"today","farmer_ID","catchID","q0","Check2.q1","Check2.q2","Check2.q3","Check2.check.maize.q8","Check2.check.maize.q9","Check2.check.maize.q10","Check2.check.maize.q11","Check2.check.maize.q12","Check2.check.maize.q13","Check2.check.maize.q14","Check2.check.maize.q15","Check2.check.maize.q16","Check2.check.maize.q17","Check2.check.maize.q18","Check2.check.maize.q20","Check2.check.maize.q21","Check2.check.maize.q22","Check2.check.maize.q23","Check2.check.maize.q24","Check2.check.maize.q25a","Check2.check.maize.q25b","Check2.check.maize.q25c","Check2.check.maize.q25d","Check2.check.maize.q25f","Check2.check.maize.q25f_2","Check2.check.maize.q25g","Check2.check.maize.q25h","Check2.check.maize.q26.Longe_10H","Check2.check.maize.q26.Longe_7H","Check2.check.maize.q26.Longe_7R_Kayongo.go","Check2.check.maize.q26.Bazooka","Check2.check.maize.q26.Longe_6H","Check2.check.maize.q26.Longe_5","Check2.check.maize.q26.Longe_4","Check2.check.maize.q26.Panner","Check2.check.maize.q26.Wema","Check2.check.maize.q26.KH_series","Check2.check.maize.q26.Land_Races","Check2.check.maize.q26.Other_hybrid","Check2.check.maize.q26.98","Check2.check.maize.q27","Check2.check.maize.plot_count","Check2.check.maize.q29","Check2.check.maize.q30","Check2.check.maize.q30a.1","Check2.check.maize.q30a.2","Check2.check.maize.q30a.3","Check2.check.maize.q30a.4","Check2.check.maize.q30a.5","Check2.check.maize.q30a.6","Check2.check.maize.q30a.96","Check2.check.maize.q30b","Check2.check.maize.q31","Check2.check.maize.q32","Check2.check.maize.q34","Check2.check.maize.q35a","Check2.check.maize.q35b","Check2.check.maize.q35c","Check2.check.maize.q35d","Check2.check.maize.q35e","Check2.check.maize.q35f","Check2.check.maize.q35g","Check2.check.maize.q35h","Check2.check.maize.q35i","Check2.check.maize.q35j","Check2.check.maize.q36","Check2.check.maize.q36b","Check2.check.maize.q37","Check2.check.maize.q38","Check2.check.maize.q39","Check2.check.maize.q40","Check2.check.maize.q41","Check2.check.maize.q42","Check2.check.maize.q43","Check2.check.maize.q43a","Check2.check.maize.q44","Check2.check.maize.q44a","Check2.check.maize.q45","Check2.check.maize.q46","Check2.check.maize.q47","Check2.check.maize.q48","Check2.check.maize.q49","Check2.check.maize.q50","Check2.check.maize.q51","Check2.check.maize.q52","Check2.check.maize.q53","Check2.check.maize.q54","Check2.check.maize.q55","Check2.check.maize.q56","Check2.check.maize.q57","Check2.check.maize.clearing","Check2.check.maize.clear.shops_count","Check2.check.maize.video_shown"
"2021-04-09","F_2143",83,"Yes","Yes","Yes","n/a",1.6,0.01,1,3,0,"n/a",60,"Male","a","b",5,3,"b",2,"1980-01-01","No","No","n/a","n/a","n/a","2","n/a","n/a","No","False","False","False","False","False","True","False","False","False","False","False","False","False",2,2,1,"Yes","True","True","True","False","False","False","False","30","Other_hybrid","a","c",4,3,2,2,4,4,5,3,3,3,"Yes","n/a","Yes",2,"n/a","96","3","No","No","n/a","No","n/a",2,21,"No",2,"Yes",50,100,50000,"No","n/a","n/a","n/a",0.4,TRUE,"4",TRUE
"2021-04-08","F_2821",8,"Yes","Yes","Yes","n/a",1,0.5,0.5,4,0.2,"n/a",50,"Male","a","d",7,2,"b",1.5,"2010-01-01","No","No","n/a","n/a","n/a","6","n/a","n/a","Yes","False","False","False","False","False","True","False","False","False","False","False","False","False",3,3,0.4,"Yes","False","False","False","False","False","False","True","40","Land_Races","a","c",4,3,3,2,5,3,4,2,4,4,"Yes","n/a","Yes",3,"n/a","96","5","Yes","No","n/a","No","n/a",1,14,"Yes",3,"No",0.6,100,70000,"No","n/a","n/a","n/a",999,FALSE,"n/a",TRUE
"2021-04-09","F_2146",83,"Yes","No","n/a","Yes",1.5,0.125,1.5,3,0,"a",45,"Male","a","d",5,3,"b",1.5,"2000-01-01","No","Yes","e","n/a","n/a","2","n/a","n/a","No","False","False","False","True","False","True","False","False","False","False","False","True","False",4,4,0.25,"Yes","True","False","False","False","False","False","False","70","Longe_5","e","n/a",4,3,4,3,4,3,4,3,3,3,"Yes","n/a","Yes",0.25,"0","96","2","No","No","n/a","No","n/a",3,14,"No",2,"Yes",2,100,50000,"No","n/a","n/a","n/a",3,TRUE,"4",TRUE
"2021-04-09","F_3056",31,"Yes","No","n/a","Yes",8,1.5,2,3,0.2,"b",55,"Male","a","f",7,4,"b",7,"2017-01-01","No","No","n/a","n/a","n/a","6","n/a","n/a","Yes","True","False","False","False","False","True","False","False","False","False","False","False","False",1,1,1,"Yes","True","False","False","False","False","False","False","50","Other_hybrid","a","f",1,4,5,2,4,3,5,2,1,3,"Yes","n/a","No",4,"n/a","96","5","No","No","n/a","No","n/a",1,999,"Yes",2,"No",3,100,100000,"No","n/a","n/a","n/a",4,TRUE,"4",TRUE
"2021-04-09","F_2822",8,"Yes","No","n/a","Yes",2,0.5,2,7,0.2,"b",63,"Male","a","b",10,5,"b",1.5,"2004-01-01","No","Yes","d","n/a","20","n/a","3","n/a","No","False","True","False","False","False","True","True","False","False","False","False","False","False",1,1,1.5,"Yes","True","True","False","False","False","False","False","50","Longe_5","d","n/a",4,4,4,2,4,3,4,3,5,4,"Yes","n/a","Yes",20,"4500","c","2","No","Yes","10","Yes","7",3,30,"No",4,"Yes",10,100,50000,"Yes","5","50000","0",10,FALSE,"n/a",TRUE
"2021-04-09","F_1921",97,"Yes","Yes","Yes","n/a",999,0.8,1,4,0.5,"n/a",46,"Female","d","a",9,2,"b",2,"2000-01-01","No","No","n/a","n/a","n/a","2","n/a","n/a","No","False","False","False","False","False","False","False","False","False","False","True","True","False",1,1,1,"Yes","True","False","False","False","False","False","False","70","Other_hybrid","a","d",2,2,2,2,3,3,3,3,3,3,"Yes","n/a","Yes",10,"n/a","96","4","No","No","n/a","No","n/a",2,7,"No",2,"Yes",5,100,60000,"Yes","3.5","50000","15",2.5,FALSE,"n/a",TRUE
"2021-04-09","F_2150",83,"Yes","No","n/a","Yes",0.5,0,0.5,3,0,"a",72,"Male","a","d",10,4,"b",2,"1993-01-01","No","Yes","e","n/a","n/a","2","n/a","n/a","No","True","True","True","True","False","True","False","False","False","False","False","True","False",1,1,1,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Longe_5","e","n/a",3,3,2,2,5,3,4,3,3,3,"Yes","n/a","Yes",5,"0","c","3","No","No","n/a","No","n/a",3,10,"Yes",2,"Yes",3,100,40000,"No","n/a","n/a","n/a",4,TRUE,"4",TRUE
"2021-04-09","F_3057",31,"Yes","Yes","Yes","n/a",9.6,0.3,1,5,0,"n/a",34,"Male","a","d",6,2,"b",1.5,"2017-01-01","No","Yes","d","n/a","3","n/a","1","n/a","Yes","True","False","False","False","False","True","False","False","False","False","False","False","False",2,2,0.8,"Yes","True","True","False","False","False","False","True","50","Longe_5","d","n/a",3,4,1,1,1,3,4,2,4,5,"Yes","n/a","Yes",3,"3000","96","3","No","Yes","5","No","n/a",2,14,"Yes",2,"No",5.5,100,70000,"Yes","3","35000","4",7,TRUE,"4",TRUE
"2021-04-09","F_2823",8,"Yes","Yes","Yes","n/a",1.5,1,1.5,3,0.3,"n/a",40,"Female","a","d",10,4,"b",3,"2006-01-01","No","Yes","d","n/a","15","n/a","3","n/a","No","False","False","False","False","False","True","False","False","False","False","False","False","False",1,1,1.5,"Yes","True","False","True","False","False","False","False","50","Longe_5","d","n/a",4,2,4,4,5,3,4,3,5,4,"Yes","n/a","Yes",15,"2600","b","2","No","No","n/a","Yes","12",2,21,"Yes",3,"Yes",9,100,100000,"Yes","5","80000","30",13,FALSE,"n/a",TRUE
"2021-04-09","F_2144",83,"Yes","Yes","Yes","n/a",0.25,0.5,0.25,3,0,"n/a",56,"Female","b","a",9,3,"b",3,"1982-01-01","No","Yes","d","n/a","5","n/a","3","n/a","No","False","False","False","False","False","True","False","False","False","False","False","False","False",2,2,1,"Yes","True","False","False","False","False","False","False","50","Longe_5","d","n/a",4,4,3,3,4,3,4,3,3,5,"Yes","n/a","Yes",3,"1500","96","3","No","Yes","7","No","n/a",2,7,"Yes",2,"No",3,100,50000,"Yes","2","50000","10",5,TRUE,"4",TRUE
"2021-04-09","F_2830",8,"Yes","No","n/a","Yes",3,1.5,3,2,0.4,"a",40,"Male","a","d",10,2,"b",2,"2015-01-01","No","No","n/a","n/a","n/a","2","n/a","n/a","Yes","False","False","False","False","False","False","False","False","False","False","True","False","False",3,3,1.5,"Yes","True","False","False","False","False","False","False","30","98","a","c",2,2,3,3,5,2,2,2,5,2,"No","n/a","No",15,"n/a","96","3","No","Yes","4","No","n/a",3,7,"Yes",3,"Yes",3,100,90000,"No","n/a","n/a","n/a",5,FALSE,"n/a",TRUE
"2021-04-09","F_1923",97,"Yes","Yes","Yes","n/a",6,1,6,999,0.2,"n/a",60,"Female","d","b",5,3,"b",5,"1991-01-01","No","No","n/a","n/a","n/a","6","n/a","n/a","No","True","False","False","False","False","False","False","False","False","False","False","True","False",1,1,0.5,"Yes","True","False","False","False","False","False","False","70","Longe_10H","d","n/a",4,3,3,3,4,3,4,3,3,4,"Yes","n/a","Yes",3,"3500","96","3","No","Yes","5","No","n/a",3,14,"Yes",2,"No",2,100,90000,"Yes","2","50000","0",3,FALSE,"n/a",TRUE
"2021-04-09","F_2824",8,"Yes","No","n/a","Yes",1,1,1,3,0,"a",45,"Male","a","d",6,3,"b",2,"2005-01-01","No","No","n/a","n/a","n/a","3","n/a","9","Yes","False","False","False","False","False","True","False","False","False","False","False","False","False",1,1,1,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Longe_5","a","b",3,3,2,1,4,3,4,3,5,4,"Yes","n/a","Yes",25,"n/a","a","n/a","No","No","n/a","No","n/a",2,14,"Yes",4,"No",5,100,100000,"No","n/a","n/a","n/a",6,FALSE,"n/a",TRUE
"2021-04-08","F_2515",83,"Yes","Yes","Yes","n/a",7,0.5,1,3,0.1,"n/a",47,"Female","a","a",5,2,"b",2,"1995-01-01","No","Yes","d","n/a","5","n/a","6","n/a","No","True","False","False","False","False","True","False","False","False","False","False","False","False",2,2,0.5,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Longe_10H","d","n/a",5,5,5,2,5,4,5,3,2,5,"Yes","n/a","Yes",5,"5500","b","2","No","Yes","10","No","n/a",3,14,"Yes",2,"No",10,110,50000,"Yes","5","50000","10",5,TRUE,"4",FALSE
"2021-04-09","F_3058",31,"Yes","Yes","Yes","n/a",14,1,2,4,0.1,"n/a",66,"Male","a","e",8,5,"b",1.5,"1987-01-01","No","Yes","b","b","n/a","2","n/a","n/a","Yes","False","False","False","False","False","True","False","False","False","False","False","True","False",1,1,1.5,"Yes","False","False","False","True","False","False","False","75","98","b","b",3,2,98,1,5,2,5,1,3,4,"No","Yes","Yes",15,"0","b","2","No","No","n/a","No","n/a",5,999,"No",4,"No",5,100,100000,"Yes","0.7","35000","8",999,TRUE,"4",TRUE
"2021-04-09","F_2825",8,"Yes","Yes","Yes","n/a",2,0,2,10,0,"n/a",47,"Male","a","c",13,3,"b",1,"1990-01-01","No","No","n/a","n/a","n/a","3","n/a","7","Yes","False","False","False","False","False","False","False","False","False","False","False","False","True",4,4,0.4,"Yes","False","False","False","True","False","False","True","30","98","b","c",5,3,3,3,4,3,4,5,4,3,"Yes","n/a","Yes",5,"5000","96","3","No","No","n/a","No","n/a",2,14,"No",2,"No",3,100,80000,"No","n/a","n/a","n/a",2,FALSE,"n/a",TRUE
"2021-04-09","F_1922",97,"Yes","No","n/a","Yes",6.4,0.6,6.4,0,0.2,"a",37,"Female","a","d",12,4,"b",4.5,"2011-01-01","Yes","No","n/a","n/a","n/a","6","n/a","n/a","Yes","True","False","False","True","True","False","False","False","False","False","False","False","False",1,1,1.5,"Yes","True","False","True","False","False","False","False","60","Other_hybrid","a","d",2,1,1,1,2,3,3,3,4,3,"No","n/a","No",20,"n/a","96","6","Yes","No","n/a","No","n/a",2,7,"Yes",2,"No",3,100,100000,"Yes","0.3","12000","15",3,FALSE,"n/a",TRUE
"2021-04-09","F_3059",31,"Yes","Yes","Yes","n/a",12,0.5,1,4,0,"n/a",32,"Male","e","f",2,3,"b",2,"2015-01-01","No","Yes","b","b","n/a","2","n/a","n/a","Yes","True","False","False","False","True","True","True","False","False","False","False","False","False",2,2,1,"Yes","True","False","False","False","False","False","False","60","98","b","b",4,4,98,1,2,1,3,2,1,4,"No","No","Yes",10,"700","96","4","No","No","n/a","No","n/a",2,999,"Yes",4,"Yes",7,100,100000,"Yes","6","60000","20",10,TRUE,"4",TRUE
"2021-04-09","F_2622",31,"Yes","Yes","Yes","n/a",10,1,1,2,0,"n/a",40,"Male","a","c",6,4,"b",2,"1978-01-01","No","Yes","d","n/a","10","n/a","3","n/a","Yes","True","False","False","False","False","True","True","False","False","False","False","False","False",3,3,0.3,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Longe_5","d","n/a",4,4,2,1,4,2,4,5,5,4,"Yes","n/a","Yes",5,"3500","96","3","No","No","n/a","No","n/a",3,30,"No",2,"No",2,100,80000,"No","n/a","n/a","n/a",999,TRUE,"4",TRUE
"2021-04-09","F_2514",83,"Yes","Yes","Yes","n/a",8,1.5,2,3,0,"n/a",61,"Male","a","d",18,4,"b",6,"1981-01-01","Yes","Yes","d","n/a","5","n/a","3","n/a","No","True","False","False","True","False","True","False","False","False","False","True","False","False",2,2,1,"Yes","True","False","False","False","False","False","False","70","Longe_10H","d","n/a",5,5,5,4,5,5,5,5,3,4,"Yes","n/a","Yes",5,"6000","96","2","No","No","n/a","No","n/a",2,14,"Yes",2,"Yes",3,100,60000,"Yes","1","50000","15",5,TRUE,"4",FALSE
"2021-04-09","F_3060",31,"Yes","Yes","Yes","n/a",9,0.3,1.5,3,0.1,"n/a",35,"Male","a","g",5,5,"b",2,"1997-01-01","No","Yes","d","n/a","8","n/a","6","n/a","98","False","True","False","True","False","False","False","False","False","False","False","True","False",1,1,2,"Yes","True","False","True","False","False","False","False","35","Bazooka","d","n/a",2,2,98,1,4,3,3,3,4,4,"No","No","No",8,"4000","96","3","No","No","n/a","No","n/a",2,14,"Yes",2,"No",7,100,50000,"Yes","4","50000","10",999,TRUE,"4",TRUE
"2021-04-09","F_1924",97,"Yes","No","n/a","Yes",3,1,2,2,0.2,"a",42,"Female","a","b",11,4,"b",5,"1993-01-01","Yes","Yes","a","b","n/a","6","n/a","n/a","No","True","False","True","False","False","True","False","False","False","False","False","False","False",1,1,1,"Yes","True","False","False","False","False","False","False","80","Other_hybrid","a","b",3,3,3,3,3,3,4,3,3,3,"Yes","n/a","Yes",4,"n/a","96","3","No","Yes","5","No","n/a",2,14,"No",2,"No",7,100,100000,"Yes","5","40000","10",8,FALSE,"n/a",TRUE
"2021-04-09","F_2513",83,"Yes","Yes","Yes","n/a",8,1,1,1,0.1,"n/a",65,"Female","b","b",10,4,"b",4,"1978-01-01","No","Yes","96","n/a","n/a","6","n/a","n/a","No","True","False","False","True","False","True","False","False","False","False","False","False","False",2,2,0.5,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Bazooka","96","n/a",4,5,3,2,4,5,2,3,3,4,"Yes","n/a","Yes",5,"12000","96","2","No","Yes","50","No","n/a",2,14,"Yes",2,"Yes",4,100,50000,"Yes","1","50000","5",3,TRUE,"4",FALSE
"2021-04-09","F_2621",31,"Yes","Yes","Yes","n/a",999,0.1,999,3,0,"n/a",27,"Male","a","d",3,2,"b",1.5,"2016-01-01","No","Yes","d","n/a","8","n/a","1","n/a","Yes","True","False","False","False","False","True","False","False","False","False","False","False","False",1,1,0.5,"Yes","True","False","True","False","False","False","False","60","Longe_5","d","n/a",2,2,3,1,4,1,3,4,5,3,"No","No","Yes",6,"3500","c","4","No","No","n/a","No","n/a",3,7,"Yes",2,"Yes",3,100,80000,"Yes","1","50000","0",8,TRUE,"4",TRUE
"2021-04-09","F_1925",97,"Yes","Yes","Yes","n/a",2,1.5,0.5,3,0.5,"n/a",45,"Female","a","a",6,3,"b",0.5,"1992-01-01","No","No","n/a","n/a","n/a","6","n/a","n/a","98","False","False","False","False","False","False","False","False","False","False","False","False","True",1,1,0.5,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","98","b","98",3,3,2,2,3,3,2,3,3,3,"No","No","No",5,"0","96","4","No","No","n/a","No","n/a",1,7,"No",2,"No",0.2,100,60000,"No","n/a","n/a","n/a",999,FALSE,"n/a",TRUE
"2021-04-09","F_3396",8,"Yes","Yes","Yes","n/a",2,0.1,2,0,0.09,"n/a",38,"Female","a","f",7,7,"b",2,"2012-01-01","No","No","n/a","n/a","n/a","2","n/a","n/a","Yes","True","False","False","False","False","False","False","False","False","False","False","False","False",1,1,0.5,"Yes","True","False","False","True","False","False","False","999","98","a","98",4,3,4,4,2,2,5,98,5,98,"Yes","n/a","Yes",10,"n/a","a","n/a","No","No","n/a","No","n/a",3,14,"No",2,"Yes",4,100,100000,"No","n/a","n/a","n/a",4,FALSE,"n/a",TRUE
"2021-04-09","F_2516",83,"Yes","No","n/a","Yes",8,2,3,2,0,"a",24,"Female","a","d",5,4,"b",1,"2018-01-01","No","No","n/a","n/a","n/a","2","n/a","n/a","No","False","False","False","False","False","False","False","False","False","False","False","True","False",1,1,0.5,"Yes","True","False","False","False","False","False","False","50","Land_Races","b","d",2,2,4,3,2,3,5,3,5,4,"No","No","No",5,"0","96","5","No","No","n/a","No","n/a",2,14,"No",2,"Yes",1,120,60000,"No","n/a","n/a","n/a",4,TRUE,"4",FALSE
"2021-04-09","F_1567",83,"Yes","No","n/a","Yes",3,0.5,3,3,0.2,"a",50,"Female","a","b",5,2,"b",4,"1976-01-01","No","No","n/a","n/a","n/a","6","n/a","n/a","98","True","False","False","False","False","False","False","False","False","False","False","True","False",1,1,0.5,"Yes","True","False","False","False","False","False","False","999","Land_Races","a","f",4,3,3,3,3,3,4,2,3,4,"Yes","n/a","Yes",3,"n/a","96","4","No","No","n/a","No","n/a",3,14,"No",2,"Yes",1,100,70000,"Yes","0.5","30000","5",1,TRUE,"4",FALSE
"2021-04-09","F_366",31,"Yes","Yes","Yes","n/a",13,0.1,0.2,1,0,"n/a",25,"Male","a","d",4,4,"b",2,"2010-01-01","No","Yes","d","n/a","15","n/a","3","n/a","Yes","False","False","False","False","True","True","True","False","False","False","False","True","False",3,3,0.25,"Yes","True","False","False","False","False","False","False","35","Longe_6H","d","n/a",1,3,1,2,5,3,5,1,1,5,"Yes","n/a","Yes",2.5,"2000","96","1","Yes","Yes","1","Yes","1.5",1,30,"Yes",4,"Yes",2.5,130,130000,"Yes","2","120000","50",5,TRUE,"4",FALSE
"2021-04-09","F_3397",8,"Yes","Yes","Yes","n/a",0.5,0.2,2,0,0.006,"n/a",34,"Male","a","e",10,4,"b",2,"2020-01-01","No","Yes","d","n/a","6","n/a","3","n/a","Yes","True","False","False","False","False","True","False","False","False","False","False","False","False",4,4,1,"Yes","True","False","False","False","False","False","False","30","Longe_5","d","n/a",5,4,3,4,3,2,2,3,4,4,"Yes","n/a","Yes",5,"4500","b","2","Yes","No","n/a","No","n/a",2,20,"Yes",2,"Yes",12,100,100000,"Yes","5","60000","15",8,FALSE,"n/a",TRUE
"2021-04-09","F_2511",83,"Yes","No","n/a","Yes",8,2,3,0,0.1,"a",30,"Male","a","c",13,3,"b",2,"2011-01-01","No","No","n/a","n/a","n/a","6","n/a","n/a","98","False","False","False","False","False","False","False","False","False","False","True","False","False",4,4,0.5,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Land_Races","b","c",4,4,4,4,2,1,5,3,3,4,"Yes","n/a","Yes",7,"0","96","4","No","Yes","7","No","n/a",3,21,"No",2,"No",3,100,100000,"Yes","1","60000","10",999,TRUE,"4",FALSE
"2021-04-09","F_2069",8,"Yes","Yes","Yes","n/a",1,0,1.6,4,0,"n/a",70,"Male","a","d",15,4,"b",2,"1973-01-01","Yes","Yes","d","n/a","10","n/a","3","n/a","Yes","True","False","False","False","False","True","True","False","False","False","False","False","False",2,2,1.5,"Yes","True","False","False","False","False","False","False","50","Longe_5","d","n/a",3,3,1,1,4,3,4,3,4,4,"Yes","n/a","Yes",5,"3000","96","4","Yes","Yes","10","No","n/a",4,30,"Yes",4,"No",7,100,100000,"Yes","3","50000","100",20,FALSE,"n/a",FALSE
"2021-04-09","F_3398",8,"Yes","Yes","Yes","n/a",6.4,2,6.4,0,0.004,"n/a",25,"Male","a","d",7,2,"b",3,"2017-01-01","No","Yes","d","n/a","4","n/a","3","n/a","Yes","True","False","False","False","False","True","False","False","False","False","False","False","False",1,1,1,"Yes","True","False","False","False","False","False","False","70","Longe_5","d","n/a",5,4,3,3,4,3,4,4,4,3,"Yes","n/a","Yes",4,"7000","96","3","No","No","n/a","No","n/a",2,30,"Yes",2,"Yes",4,100,100000,"Yes","1","60000","0",4,FALSE,"n/a",TRUE
"2021-04-09","F_367",31,"Yes","Yes","Yes","n/a",13,3,4,2,0,"n/a",59,"Male","a","b",10,4,"b",5,"1992-01-01","No","Yes","d","n/a","15","n/a","1","n/a","Yes","False","False","False","False","False","True","False","False","False","False","False","False","False",1,1,1,"Yes","True","False","False","False","False","False","False","35","Longe_5","d","n/a",1,3,1,2,5,98,3,5,5,2,"No","No","No",15,"3000","96","8","No","No","n/a","No","n/a",2,21,"No",4,"No",3.5,100,60000,"No","n/a","n/a","n/a",7,TRUE,"4",FALSE
"2021-04-09","F_2065",8,"Yes","Yes","No","Yes",0.5,0,0.5,4,0,"n/a",54,"Female","a","b",12,3,"b",1,"2019-01-01","Yes","Yes","d","n/a","10","n/a","3","n/a","No","False","False","False","False","False","True","False","False","False","False","False","False","False",2,2,0.5,"Yes","True","False","False","True","False","False","False","60","Longe_5","d","n/a",4,2,3,1,4,3,4,3,5,3,"Yes","n/a","Yes",2,"3800","96","4","Yes","Yes","3","No","n/a",2,14,"Yes",2,"No",1.5,100,100000,"No","n/a","n/a","n/a",2,FALSE,"n/a",FALSE
"2021-04-09","F_3399",8,"Yes","No","n/a","Yes",2,0.25,2,0,0.04,"a",52,"Female","a","a",12,4,"a",2,"1988-01-01","No","No","n/a","n/a","n/a","6","n/a","n/a","98","True","False","False","False","False","True","False","False","False","False","False","False","False",3,3,0.75,"Yes","False","False","False","True","False","False","True","25","98","a","98",2,3,4,4,2,2,4,2,4,4,"No","n/a","Yes",999,"n/a","96","4","No","No","n/a","No","n/a",2,999,"No",3,"No",999,100,80000,"No","n/a","n/a","n/a",2,FALSE,"n/a",TRUE
"2021-04-09","F_368",31,"Yes","Yes","No","Yes",15,0.5,0.6,999,0.1,"n/a",55,"Female","b","a",11,3,"b",2,"1977-01-01","No","No","n/a","n/a","n/a","6","n/a","n/a","98","False","False","False","False","False","False","False","False","False","False","False","False","True",1,1,0.25,"Yes","True","False","False","False","False","False","False","40","Land_Races","a","98",3,2,1,1,4,98,2,98,4,4,"No","n/a","Yes",2,"n/a","96","4","No","No","n/a","No","n/a",3,21,"No",3,"No",0.3,100,50000,"No","n/a","n/a","n/a",0.3,TRUE,"4",FALSE
"2021-04-09","F_2068",8,"Yes","No","n/a","Yes",0.5,0.5,999,999,0,"a",39,"Male","a","b",5,3,"b",1,"2010-01-01","No","No","n/a","n/a","n/a","6","n/a","n/a","98","False","False","False","False","False","False","False","False","False","False","True","False","False",1,1,1,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Land_Races","a","d",2,1,3,2,3,3,5,4,5,4,"Yes","n/a","No",999,"n/a","96","6","98","98","n/a","No","n/a",999,7,"98",2,"98",3,100,90000,"No","n/a","n/a","n/a",999,FALSE,"n/a",FALSE
"2021-04-09","F_3400",8,"Yes","Yes","Yes","n/a",2,1,2,0,0.09,"n/a",49,"Male","a","c",12,5,"b",6,"1985-01-01","No","Yes","d","n/a","10","n/a","6","n/a","Yes","True","False","False","False","False","True","True","False","False","True","False","False","False",1,1,2,"Yes","True","False","False","False","False","False","False","75","Longe_10H","d","n/a",2,3,98,3,4,3,2,5,3,4,"No","No","Yes",10,"8000","96","3","Yes","No","n/a","No","n/a",2,21,"Yes",2,"No",9,100,100000,"Yes","5","40000","0",24,FALSE,"n/a",TRUE
"2021-04-09","F_369",31,"Yes","Yes","No","Yes",17,0.5,0.5,5,0.1,"n/a",52,"Male","a","b",12,4,"b",4,"1975-01-01","No","Yes","d","n/a","10","n/a","3","n/a","Yes","True","False","False","False","False","False","False","False","False","False","False","False","False",1,1,2,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Longe_10H","d","n/a",1,1,4,1,5,98,1,3,4,5,"No","Yes","No",10,"2500","96","3","No","Yes","15","No","n/a",3,14,"Yes",2,"No",6,100,50000,"No","n/a","n/a","n/a",4,TRUE,"4",FALSE
"2021-04-09","F_2066",8,"Yes","Yes","No","Yes",0.5,0,0.5,1,0,"n/a",999,"Male","a","d",12,3,"b",0.5,"1995-01-01","No","No","n/a","n/a","n/a","6","n/a","n/a","No","True","False","False","False","False","True","False","False","False","False","True","False","False",1,1,0.5,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Land_Races","a","f",1,1,1,1,1,2,4,2,3,5,"No","n/a","Yes",4,"n/a","96","5","No","No","n/a","No","n/a",2,31,"No",2,"Yes",2,100,40000,"No","n/a","n/a","n/a",1,FALSE,"n/a",FALSE
"2021-04-09","F_370",31,"Yes","No","n/a","Yes",14,1,1,1,2,"b",20,"Male","e","d",10,5,"b",10,"2010-01-01","No","Yes","d","n/a","20","n/a","3","n/a","No","False","False","False","False","False","True","False","False","False","False","False","False","False",1,1,0.5,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Longe_5","d","n/a",4,4,3,5,5,4,4,4,5,3,"Yes","n/a","Yes",20,"3500","96","2","Yes","No","n/a","No","n/a",5,21,"No",2,"No",6,100,30000,"No","n/a","n/a","n/a",10,TRUE,"4",FALSE
"2021-04-09","F_1563",83,"Yes","Yes","Yes","n/a",9.6,0.1,9.6,2,0.1,"n/a",35,"Male","a","b",9,2,"b",1.5,"2004-01-01","No","Yes","d","n/a","5","n/a","3","n/a","Yes","False","False","False","False","False","False","False","False","False","False","False","False","True",1,1,1.5,"Yes","False","False","False","True","False","False","False","85","98","d","n/a",3,4,4,3,5,2,3,4,5,4,"Yes","n/a","Yes",5,"7000","b","3","No","Yes","10","No","n/a",2,28,"Yes",2,"No",6,100,100000,"Yes","6","50000","5",7,TRUE,"4",FALSE
"2021-04-09","F_2070",8,"Yes","No","n/a","Yes",0.5,0,1.6,2,0.5,"a",32,"Male","a","f",4,2,"b",1,"2018-01-01","No","No","n/a","n/a","n/a","6","n/a","n/a","Yes","False","False","False","False","False","False","False","False","False","False","True","False","False",1,1,1,"Yes","True","False","False","False","False","False","False","70","Land_Races","d","n/a",2,1,1,1,2,3,3,3,3,5,"No","No","No",999,"4000","96","6","No","No","n/a","No","n/a",2,21,"Yes",3,"Yes",3,100,100000,"Yes","1","50000","10",4,FALSE,"n/a",FALSE
"2021-04-09","F_2623",31,"Yes","Yes","No","Yes",12,0.2,0.35,3,0,"n/a",45,"Male","a","f",10,6,"b",2.5,"2015-01-01","Yes","Yes","d","n/a","6","n/a","3","n/a","Yes","True","False","True","False","False","True","True","False","False","False","False","True","False",1,1,1,"Yes","True","False","False","False","False","False","False","70","Bazooka","d","n/a",3,4,1,3,3,98,3,5,2,3,"Yes","n/a","No",6,"9000","c","3","Yes","Yes","18","Yes","3",2,30,"Yes",2,"No",3,100,50000,"No","n/a","n/a","n/a",6,TRUE,"4",TRUE
