"today","farmer_ID","catchID","q0","Check2.q1","Check2.q2","Check2.q3","Check2.check.maize.q8","Check2.check.maize.q9","Check2.check.maize.q10","Check2.check.maize.q11","Check2.check.maize.q12","Check2.check.maize.q13","Check2.check.maize.q14","Check2.check.maize.q15","Check2.check.maize.q16","Check2.check.maize.q17","Check2.check.maize.q18","Check2.check.maize.q20","Check2.check.maize.q21","Check2.check.maize.q22","Check2.check.maize.q23","Check2.check.maize.q24","Check2.check.maize.q25a","Check2.check.maize.q25b","Check2.check.maize.q25c","Check2.check.maize.q25d","Check2.check.maize.q25f","Check2.check.maize.q25f_2","Check2.check.maize.q25g","Check2.check.maize.q25h","Check2.check.maize.q26.Longe_10H","Check2.check.maize.q26.Longe_7H","Check2.check.maize.q26.Longe_7R_Kayongo.go","Check2.check.maize.q26.Bazooka","Check2.check.maize.q26.Longe_6H","Check2.check.maize.q26.Longe_5","Check2.check.maize.q26.Longe_4","Check2.check.maize.q26.Panner","Check2.check.maize.q26.Wema","Check2.check.maize.q26.KH_series","Check2.check.maize.q26.Land_Races","Check2.check.maize.q26.Other_hybrid","Check2.check.maize.q26.98","Check2.check.maize.q27","Check2.check.maize.plot_count","Check2.check.maize.q29","Check2.check.maize.q30","Check2.check.maize.q30a.1","Check2.check.maize.q30a.2","Check2.check.maize.q30a.3","Check2.check.maize.q30a.4","Check2.check.maize.q30a.5","Check2.check.maize.q30a.6","Check2.check.maize.q30a.96","Check2.check.maize.q30b","Check2.check.maize.q31","Check2.check.maize.q32","Check2.check.maize.q34","Check2.check.maize.q35a","Check2.check.maize.q35b","Check2.check.maize.q35c","Check2.check.maize.q35d","Check2.check.maize.q35e","Check2.check.maize.q35f","Check2.check.maize.q35g","Check2.check.maize.q35h","Check2.check.maize.q35i","Check2.check.maize.q35j","Check2.check.maize.q36","Check2.check.maize.q36b","Check2.check.maize.q37","Check2.check.maize.q38","Check2.check.maize.q39","Check2.check.maize.q40","Check2.check.maize.q41","Check2.check.maize.q42","Check2.check.maize.q43","Check2.check.maize.q43a","Check2.check.maize.q44","Check2.check.maize.q44a","Check2.check.maize.q45","Check2.check.maize.q46","Check2.check.maize.q47","Check2.check.maize.q48","Check2.check.maize.q49","Check2.check.maize.q50","Check2.check.maize.q51","Check2.check.maize.q52","Check2.check.maize.q53","Check2.check.maize.q54","Check2.check.maize.q55","Check2.check.maize.q56","Check2.check.maize.q57","Check2.check.maize.clearing","Check2.check.maize.clear.shops_count","Check2.check.maize.video_shown"
"2021-04-09","F_363",31,"Yes","Yes","Yes","n/a",15,0.4,0.4,3,0.2,"n/a",40,"Female","a","a",7,4,"b",1,"2011-01-01","No","No","n/a","n/a","n/a","2","n/a","n/a","No","False","False","False","False","False","True","False","False","False","False","False","False","False",1,1,0.5,"Yes","False","True","False","False","False","False","False","40","Land_Races","b","b",4,4,5,3,4,4,5,98,2,5,"Yes","n/a","Yes",4,"0","c","3","No","No","n/a","No","n/a",2,7,"No",2,"No",2,100,50000,"No","n/a","n/a","n/a",999,TRUE,"4",FALSE
"2021-04-09","F_1929",97,"Yes","Yes","Yes","n/a",5.6,0.8,8.8,0,0.02,"n/a",53,"Male","a","c",8,3,"b",3,"1999-01-01","No","Yes","a","f","n/a","2","n/a","n/a","No","True","False","False","False","True","False","False","False","False","False","False","False","False",2,2,0.5,"Yes","True","False","False","False","False","False","False","50","Longe_6H","a","f",4,4,4,3,2,2,5,5,2,4,"Yes","n/a","Yes",5,"n/a","b","2","No","Yes","20","No","n/a",2,14,"Yes",2,"No",4,130,100000,"Yes","2","750000","30",15,FALSE,"n/a",TRUE
"2021-04-09","F_3042",97,"Yes","Yes","Yes","n/a",5,0.5,1,2,0.025,"n/a",999,"Female","a","b",7,4,"b",2.5,"1982-01-01","No","Yes","b","a","n/a","6","n/a","n/a","No","True","False","False","False","True","True","True","False","False","False","False","False","False",1,1,1.5,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Land_Races","b","a",2,2,5,4,98,3,5,2,2,4,"No","No","No",20,"8000","c","3","No","Yes","10","No","n/a",3,14,"No",2,"No",5,100,50000,"Yes","1","50000","10",4,FALSE,"n/a",TRUE
"2021-04-09","F_2225",97,"Yes","Yes","Yes","n/a",10,2,0.5,2,0,"n/a",22,"Female","a","b",3,1,"b",1,"2020-01-01","No","No","n/a","n/a","n/a","6","n/a","n/a","No","False","True","False","False","False","True","False","False","False","False","False","False","False",1,1,0.5,"Yes","True","False","False","False","False","False","False","40","Land_Races","b","98",4,4,4,3,3,4,4,3,3,4,"Yes","n/a","Yes",1.5,"500","96","3","No","No","n/a","No","n/a",2,20,"No",2,"No",3.5,100,80000,"No","n/a","n/a","n/a",6,FALSE,"n/a",FALSE
"2021-04-09","F_364",31,"Yes","Yes","Yes","n/a",20,0.5,0.5,3,0.3,"n/a",32,"Female","d","a",10,4,"b",1,"2011-01-01","No","No","n/a","n/a","n/a","2","n/a","n/a","98","False","False","False","False","False","False","False","False","False","False","False","False","True",1,1,1,"Yes","True","False","False","False","False","False","False","70","Land_Races","a","c",4,4,3,2,4,4,4,5,98,4,"Yes","n/a","Yes",5,"n/a","96","5","No","Yes","1","No","n/a",3,15,"No",2,"No",2.5,100,70000,"Yes","1","40000","15",2,TRUE,"4",FALSE
"2021-04-09","F_3043",97,"Yes","Yes","Yes","n/a",9,0.5,1,2,999,"n/a",61,"Female","a","b",7,4,"b",6,"2007-01-01","Yes","No","n/a","n/a","n/a","2","n/a","n/a","98","False","False","False","False","True","True","False","False","False","False","False","False","False",3,3,4,"Yes","True","False","True","False","False","False","False","70","Longe_5","d","n/a",4,4,3,5,4,3,5,2,3,3,"Yes","n/a","Yes",15,"6000","96","2","No","Yes","50","No","n/a",3,14,"No",2,"No",25,100,40000,"Yes","22","40000","999",25,FALSE,"n/a",TRUE
"2021-04-09","F_1930",97,"Yes","No","n/a","Yes",10,3,10,0,0.01,"a",50,"Male","a","b",14,4,"b",5,"2012-01-01","No","Yes","a","d","n/a","2","n/a","n/a","Yes","True","False","False","False","True","True","False","False","False","False","False","False","False",1,1,1,"Yes","True","False","False","False","False","False","False","80","Longe_5","a","d",4,3,2,2,4,2,5,4,3,4,"Yes","n/a","Yes",6,"n/a","b","3","No","Yes","8","No","n/a",3,14,"Yes",2,"No",3,100,80000,"Yes","1","50000","30",7,FALSE,"n/a",TRUE
"2021-04-09","F_2827",8,"Yes","Yes","Yes","n/a",3,3,3,1,1,"n/a",40,"Male","a","b",12,4,"b",1,"2011-01-01","No","Yes","d","n/a","10","n/a","3","n/a","No","True","False","False","False","False","False","False","False","False","False","False","False","False",1,1,1,"Yes","True","False","True","True","False","False","False","80","Longe_10H","d","n/a",4,4,4,4,3,2,4,4,3,5,"Yes","n/a","No",10,"7500","b","2","Yes","Yes","5","Yes","5",2,14,"Yes",2,"Yes",4,100,90000,"Yes","1","90000","10",8,FALSE,"n/a",TRUE
"2021-04-09","F_365",31,"Yes","Yes","Yes","n/a",20,2,2,999,0.3,"n/a",79,"Female","a","c",6,3,"b",3,"1965-01-01","No","No","n/a","n/a","n/a","2","n/a","n/a","Yes","False","False","False","False","False","False","False","False","False","False","False","False","True",2,2,0.3,"Yes","True","False","False","False","False","False","False","90","Land_Races","a","f",5,4,4,4,2,5,5,4,1,5,"Yes","n/a","Yes",999,"n/a","96","5","No","No","n/a","No","n/a",2,14,"No",98,"No",0.5,100,25000,"No","n/a","n/a","n/a",999,TRUE,"4",FALSE
"2021-04-09","F_1562",83,"Yes","No","n/a","Yes",2,0.3,2,3,0.01,"a",35,"Male","a","d",8,5,"b",1.5,"2016-01-01","No","Yes","d","n/a","6","n/a","3","n/a","No","True","False","False","False","False","True","True","False","False","False","False","False","False",1,1,1.5,"Yes","True","False","False","False","False","False","False","60","Longe_5","d","n/a",4,5,3,3,4,2,4,3,3,3,"Yes","n/a","Yes",6,"8000","b","3","No","Yes","10","Yes","10",3,21,"Yes",3,"No",5,100,80000,"No","n/a","n/a","n/a",7,TRUE,"4",FALSE
"2021-04-09","F_2829",8,"Yes","Yes","Yes","n/a",3,3,3,2,1,"n/a",39,"Male","a","b",12,4,"b",1,"2000-01-01","Yes","Yes","d","n/a","10","n/a","3","n/a","No","True","False","False","False","False","True","False","False","False","False","False","False","False",1,1,1,"Yes","True","False","False","False","False","False","False","85","Longe_5","d","n/a",4,3,2,4,4,1,4,3,4,4,"Yes","n/a","No",10,"3000","b","4","No","Yes","10","Yes","10",2,20,"Yes",2,"Yes",10,100,60000,"Yes","4","8000","5",12,FALSE,"n/a",TRUE
"2021-04-09","F_2627",31,"Yes","Yes","Yes","n/a",20,0.4,0.5,4,0.2,"n/a",53,"Male","a","a",5,3,"b",1,"1987-01-01","No","No","n/a","n/a","n/a","6","n/a","n/a","No","True","False","False","False","False","False","False","False","False","False","False","False","True",1,1,0.5,"Yes","False","False","False","True","False","False","False","70","98","a","b",5,4,2,2,5,3,4,5,5,4,"Yes","n/a","Yes",4,"n/a","96","3","No","No","n/a","No","n/a",3,21,"No",2,"Yes",1,100,80000,"No","n/a","n/a","n/a",4,TRUE,"4",TRUE
"2021-04-09","F_3044",97,"Yes","Yes","Yes","n/a",5,0.75,999,999,0.25,"n/a",30,"Female","a","d",6,1,"b",999,"2013-01-01","98","No","n/a","n/a","n/a","2","n/a","n/a","98","False","False","False","True","False","True","False","False","False","False","False","False","False",1,1,0.5,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Land_Races","a","d",3,2,3,4,4,3,2,2,2,4,"No","n/a","No",3,"n/a","b","3","No","No","n/a","No","n/a",3,7,"No",4,"No",1,100,30000,"Yes","1","30000","0",1.5,FALSE,"n/a",TRUE
"2021-04-09","F_2149",83,"Yes","No","n/a","Yes",0.5,0,0.5,3,0,"a",62,"Male","a","e",9,3,"b",1,"1998-01-01","No","Yes","d","n/a","3","n/a","3","n/a","No","False","False","False","False","True","True","False","False","False","False","False","False","False",2,2,0.5,"Yes","False","False","True","False","False","False","False","70","Longe_6H","d","n/a",4,5,3,1,5,2,4,3,5,5,"Yes","n/a","Yes",3,"3000","96","3","No","Yes","3","No","n/a",2,14,"Yes",2,"No",0.3,100,50000,"No","n/a","n/a","n/a",1,TRUE,"4",TRUE
"2021-04-09","F_2828",8,"Yes","Yes","No","Yes",4,4.5,4,2,0.5,"n/a",39,"Female","d","b",11,3,"b",1,"2011-01-01","No","No","n/a","n/a","n/a","2","n/a","n/a","No","False","False","False","False","False","False","False","False","False","False","False","False","True",1,1,1,"Yes","True","False","False","False","False","False","False","90","Longe_5","b","f",5,5,4,3,3,98,5,2,3,4,"Yes","n/a","Yes",13,"3500","96","4","No","No","n/a","No","n/a",2,15,"No",3,"Yes",3,100,60000,"Yes","1","75000","15",999,FALSE,"n/a",TRUE
"2021-04-09","F_2628",31,"Yes","Yes","Yes","n/a",20,0.3,0.5,3,0.2,"n/a",50,"Male","a","b",9,4,"b",1,"1989-01-01","No","No","n/a","n/a","n/a","2","n/a","n/a","Yes","True","False","False","False","False","True","True","False","False","False","False","False","False",2,2,0.4,"Yes","True","False","False","False","False","False","False","80","Longe_10H","a","e",4,5,4,4,5,4,5,4,2,5,"Yes","n/a","Yes",5,"n/a","96","2","No","Yes","8","No","n/a",3,14,"No",2,"Yes",2,100,100000,"No","n/a","n/a","n/a",8,TRUE,"4",TRUE
"2021-04-09","F_3045",97,"Yes","Yes","Yes","n/a",999,0.25,999,0,0.25,"n/a",50,"Female","a","a",9,3,"b",3,"1973-01-01","98","No","n/a","n/a","n/a","6","n/a","n/a","98","False","False","False","False","False","False","False","False","False","False","False","False","True",1,1,1,"Yes","False","False","False","True","False","False","False","60","Land_Races","a","d",2,2,3,3,2,3,4,2,3,2,"No","n/a","Yes",5,"n/a","96","2","No","No","n/a","No","n/a",3,20,"No",2,"Yes",1.5,100,50000,"No","n/a","n/a","n/a",3,FALSE,"n/a",TRUE
"2021-04-09","F_2145",83,"Yes","No","n/a","Yes",0.3,0.5,0.5,10,0,"a",60,"Male","a","b",9,4,"b",4,"2016-01-01","No","Yes","d","n/a","30","n/a","3","n/a","98","True","False","False","False","False","False","False","False","False","False","False","False","False",2,2,3.5,"Yes","True","False","True","False","False","False","False","50","Land_Races","d","n/a",4,4,3,2,4,3,3,3,3,3,"Yes","n/a","Yes",20,"5000","96","2","No","Yes","6","No","n/a",2,7,"Yes",3,"Yes",10,100,60000,"Yes","10","60000","20",13,TRUE,"4",TRUE
"2021-04-09","F_2141",83,"Yes","Yes","Yes","n/a",0,0,0.5,10,0,"n/a",56,"Female","b","c",6,3,"b",2,"1996-01-01","No","Yes","d","n/a","5","n/a","3","n/a","No","True","True","True","False","True","True","True","False","True","True","False","False","False",2,2,1,"Yes","True","False","False","False","False","False","False","10","Longe_10H","d","n/a",4,4,3,1,5,4,5,5,3,5,"Yes","n/a","Yes",2.5,"10000","c","2","No","Yes","4","Yes","1",2,14,"Yes",2,"No",9,100,70000,"Yes","9","70000","0",999,TRUE,"4",TRUE
"2021-04-09","F_2826",8,"Yes","Yes","Yes","n/a",2.5,3.5,2.5,4,1,"n/a",57,"Male","a","b",25,4,"b",2,"1999-01-01","Yes","Yes","d","n/a","10","n/a","3","n/a","Yes","True","False","False","False","False","True","False","False","False","False","False","False","False",1,1,1,"Yes","True","False","False","True","False","False","False","80","Longe_5","d","n/a",5,4,4,3,5,2,5,4,5,4,"Yes","n/a","Yes",10,"4000","b","3","Yes","No","n/a","No","n/a",3,7,"Yes",2,"Yes",4,100,100000,"No","n/a","n/a","n/a",6,FALSE,"n/a",TRUE
"2021-04-09","F_2142",83,"Yes","Yes","Yes","n/a",0,0,2,4,0,"n/a",50,"Male","a","b",11,5,"b",2,"2016-01-01","Yes","Yes","d","n/a","5","n/a","3","n/a","98","True","False","True","False","False","True","False","False","False","False","False","False","False",1,1,2,"Yes","True","False","True","False","False","False","False","80","Longe_5","d","n/a",2,3,4,3,4,3,4,3,4,3,"Yes","n/a","No",5,"5500","96","3","No","Yes","10","No","n/a",2,14,"No",2,"Yes",15,100,60000,"Yes","5","60000","0",16,TRUE,"4",TRUE
"2021-04-09","F_2148",83,"Yes","Yes","Yes","n/a",0,0,0.5,5,0,"n/a",46,"Male","a","b",8,4,"b",1,"2017-01-01","Yes","Yes","96","n/a","n/a","6","n/a","n/a","Yes","True","False","False","True","True","False","True","False","False","False","False","False","False",2,2,0.5,"Yes","True","False","False","False","False","False","False","50","Longe_4","96","n/a",4,2,2,2,4,3,3,98,3,3,"No","No","Yes",2,"3000","c","4","No","No","n/a","No","n/a",1,20,"No",3,"No",1.5,100,60000,"No","n/a","n/a","n/a",5,TRUE,"4",TRUE
"2021-04-09","F_1368",78,"Yes","Yes","Yes","n/a",2,0.5,2,2,0,"n/a",69,"Female","b","b",7,5,"b",2.77,"1973-01-01","No","No","n/a","n/a","n/a","6","n/a","n/a","No","True","False","False","False","False","False","False","False","False","False","False","False","False",1,1,0.246,"Yes","True","False","False","True","False","False","False","70","98","b","f",4,4,2,3,4,3,3,3,4,4,"Yes","n/a","Yes",2.5,"0","c","4","No","No","n/a","No","n/a",4,17,"No",4,"Yes",2,100,999,"No","n/a","n/a","n/a",2,FALSE,"n/a",TRUE
"2021-04-09","F_309",26,"Yes","Yes","Yes","n/a",5,1,5,2,0.1,"n/a",56,"Female","b","b",7,4,"b",0.4,"1982-01-01","No","No","n/a","n/a","n/a","2","n/a","n/a","No","False","False","False","False","True","True","False","False","False","False","False","False","False",1,1,0.2,"Yes","False","True","False","False","False","False","False","30","Land_Races","a","f",4,5,5,1,2,3,5,4,2,5,"Yes","n/a","Yes",20,"n/a","c","3","No","No","n/a","No","n/a",2,30,"No",2,"Yes",1.5,100,75000,"No","n/a","n/a","n/a",999,FALSE,"n/a",FALSE
"2021-04-09","F_1362",78,"Yes","Yes","Yes","n/a",2,0.5,2,2,0,"n/a",35,"Female","a","d",12,4,"b",1,"2006-01-01","No","Yes","d","n/a","8","n/a","3","n/a","Yes","True","False","False","True","False","True","True","False","False","False","False","False","False",3,3,1,"Yes","True","False","False","False","False","False","False","75","Longe_5","d","n/a",4,3,2,1,4,1,4,4,4,4,"Yes","n/a","Yes",8,"4000","c","3","No","Yes","9","Yes","45",3,14,"Yes",2,"Yes",12,100,80000,"Yes","2","80000","0",16,FALSE,"n/a",TRUE
"2021-04-09","F_1370",78,"Yes","Yes","Yes","n/a",1,0.4,1,2,0,"n/a",39,"Male","a","c",9,2,"b",1,"1992-01-01","No","No","n/a","n/a","n/a","2","n/a","n/a","Yes","False","False","False","False","False","False","False","False","False","False","False","False","True",1,1,0.3,"Yes","True","False","False","True","False","False","False","50","Land_Races","b","d",4,4,1,1,4,3,1,3,1,3,"Yes","n/a","Yes",3,"600","96","4","No","No","n/a","No","n/a",3,14,"No",3,"Yes",3,100,100000,"No","n/a","n/a","n/a",5,FALSE,"n/a",TRUE
"2021-04-09","F_308",26,"Yes","Yes","Yes","n/a",5,1,4,10,0.1,"n/a",31,"Male","a","b",5,2,"b",2,"2007-01-01","No","Yes","d","n/a","15","n/a","3","n/a","No","False","False","False","False","True","True","True","False","False","False","True","False","False",1,1,1,"Yes","False","True","False","False","False","False","False","60","Longe_6H","d","n/a",5,5,4,2,4,3,3,4,4,5,"Yes","n/a","Yes",12,"8000","b","3","No","No","n/a","No","n/a",3,30,"No",4,"No",5,120,60000,"Yes","2","60000","0",999,FALSE,"n/a",FALSE
"2021-04-09","F_202",18,"Yes","Yes","Yes","n/a",0.2,0.1,0.5,2,0.2,"n/a",66,"Male","a","e",12,4,"b",0.462,"1982-01-01","Yes","No","n/a","n/a","n/a","6","n/a","n/a","Yes","False","False","True","False","False","True","False","False","False","False","False","False","False",2,2,0.36,"Yes","True","False","False","False","False","False","False","40","98","e","n/a",5,3,4,4,4,2,4,2,2,4,"Yes","n/a","Yes",1.5,"0","c","2","No","Yes","2","No","n/a",3,14,"No",1,"Yes",2,50,60000,"No","n/a","n/a","n/a",4,FALSE,"n/a",TRUE
"2021-04-09","F_1367",78,"Yes","Yes","Yes","n/a",2.5,0.25,2.5,5,0,"n/a",78,"Male","a","c",16,4,"b",3.5,"1972-01-01","No","No","n/a","n/a","n/a","3","n/a","1","98","False","False","False","False","False","True","False","False","False","False","False","False","False",3,3,0.246,"Yes","True","False","False","False","False","False","False","60","Longe_5","d","n/a",3,3,3,3,4,1,4,2,2,4,"Yes","n/a","Yes",2,"12000","a","n/a","Yes","No","n/a","Yes","4",1,3,"No",2,"Yes",0.5,40,999,"No","n/a","n/a","n/a",1.5,FALSE,"n/a",TRUE
"2021-04-09","F_1369",78,"Yes","No","n/a","Yes",1,1.2,1,999,0,"a",38,"Male","a","c",13,4,"b",1,"2002-01-01","No","No","n/a","n/a","n/a","2","n/a","n/a","98","False","False","False","False","False","False","False","False","False","False","False","False","True",3,3,0.23,"Yes","True","False","False","False","False","False","False","40","Land_Races","a","b",2,2,2,4,2,98,5,2,5,2,"No","n/a","No",2.5,"n/a","96","6","No","No","n/a","No","n/a",4,14,"No",2,"Yes",0.5,70,50000,"No","n/a","n/a","n/a",999,FALSE,"n/a",TRUE
"2021-04-09","F_303",26,"Yes","No","n/a","Yes",5,1,5,15,0.2,"a",45,"Male","a","b",15,6,"b",1,"1992-01-01","No","Yes","d","n/a","3","n/a","1","n/a","Yes","False","False","False","False","True","True","False","False","False","False","True","True","False",1,1,0.3,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Longe_5","d","n/a",2,4,2,1,4,3,2,4,5,2,"No","Yes","Yes",3,"3500","96","3","No","Yes","1","No","n/a",2,30,"No",1,"No",1,100,50000,"No","n/a","n/a","n/a",5,FALSE,"n/a",FALSE
"2021-04-09","F_1366",78,"Yes","Yes","Yes","n/a",2.5,0.5,2.5,999,0,"n/a",30,"Female","a","b",13,4,"b",1,"2020-01-01","Yes","Yes","e","n/a","n/a","2","n/a","n/a","98","True","True","False","True","True","True","True","False","False","False","False","False","False",1,1,1,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Bazooka","e","n/a",4,3,3,2,5,1,4,2,3,4,"Yes","n/a","Yes",5,"12000","96","1","No","Yes","10","Yes","15",4,14,"No",2,"No",7,120,999,"No","n/a","n/a","n/a",15,FALSE,"n/a",TRUE
"2021-04-09","F_205",18,"Yes","No","n/a","Yes",999,0.3,999,0,0.01,"b",58,"Male","a","d",6,5,"b",0.86,"1990-01-01","No","No","n/a","n/a","n/a","1","n/a","n/a","Yes","True","False","False","False","False","False","False","False","False","False","False","False","False",1,1,0.86,"Yes","False","False","False","True","False","False","False","30","Longe_10H","a","e",4,3,2,3,4,2,5,2,2,3,"Yes","n/a","Yes",5,"n/a","b","3","No","No","n/a","No","n/a",3,7,"No",3,"Yes",1,50,30000,"No","n/a","n/a","n/a",2,FALSE,"n/a",TRUE
"2021-04-09","F_306",26,"Yes","Yes","Yes","n/a",4,0.5,5,5,0.2,"n/a",36,"Male","a","d",5,4,"b",1,"2012-01-01","No","Yes","d","n/a","4","n/a","3","n/a","No","False","False","False","False","False","True","True","False","False","False","True","False","False",1,1,0.4,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Longe_5","d","n/a",2,1,2,2,4,3,2,5,5,5,"No","Yes","Yes",4,"3000","b","4","No","No","n/a","No","n/a",3,21,"No",2,"No",0.3,100,30000,"No","n/a","n/a","n/a",999,FALSE,"n/a",FALSE
"2021-04-09","F_1364",78,"Yes","No","n/a","Yes",1,1,1,1,0.1,"a",45,"Male","a","d",9,3,"b",1,"2000-01-01","Yes","No","n/a","n/a","n/a","6","n/a","n/a","98","False","False","False","True","False","False","False","False","False","False","False","False","False",2,2,0.4,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Land_Races","a","f",2,2,4,3,2,98,5,3,5,4,"No","n/a","No",4,"n/a","96","8","No","No","n/a","No","n/a",3,999,"No",3,"Yes",2,100,50000,"No","n/a","n/a","n/a",5,FALSE,"n/a",TRUE
"2021-04-09","F_210",18,"Yes","No","n/a","Yes",0.15,0.8,12,0,0.1,"a",63,"Male","a","d",15,5,"b",0.44,"1993-01-01","No","Yes","i","n/a","n/a","1","n/a","n/a","No","False","False","False","False","False","True","False","False","False","False","False","False","False",1,1,0.36,"Yes","True","False","False","False","False","False","False","60","Longe_5","d","n/a",5,4,3,3,4,98,5,98,2,3,"Yes","n/a","Yes",2,"12000","b","3","No","No","n/a","No","n/a",3,14,"Yes",3,"No",5,50,999,"No","n/a","n/a","n/a",6,FALSE,"n/a",TRUE
"2021-04-09","F_1363",78,"Yes","Yes","Yes","n/a",2,0.5,2,1,0,"n/a",23,"Female","a","b",6,1,"b",0.5,"2017-01-01","No","Yes","d","n/a","2","n/a","3","n/a","No","False","False","False","False","False","True","False","False","False","False","False","False","False",1,1,0.5,"Yes","True","False","False","True","False","False","False","20","Longe_5","d","n/a",4,4,3,2,5,2,4,2,3,3,"Yes","n/a","Yes",2,"6000","c","4","No","No","n/a","No","n/a",3,7,"No",2,"Yes",0.5,50,25000,"No","n/a","n/a","n/a",1,FALSE,"n/a",TRUE
"2021-04-09","F_307",26,"Yes","Yes","Yes","n/a",4,0.2,6,5,0,"n/a",51,"Male","a","b",9,5,"b",4,"1991-01-01","No","Yes","d","n/a","1","n/a","5","n/a","Yes","False","False","False","False","False","True","False","False","False","False","True","False","False",2,2,0.2,"Yes","True","True","True","False","False","False","False","20","Longe_5","d","n/a",2,3,2,2,4,98,5,5,5,5,"Yes","n/a","Yes",1,"3000","c","3","No","No","n/a","No","n/a",2,21,"No",2,"No",0.5,100,25000,"No","n/a","n/a","n/a",999,FALSE,"n/a",FALSE
"2021-04-09","F_204",18,"Yes","Yes","Yes","n/a",0.4,0.2,0.5,1,0.25,"n/a",67,"Male","a","d",10,7,"b",2.5,"1960-01-01","No","Yes","c","n/a","n/a","4","n/a","n/a","No","False","False","False","False","False","False","False","False","False","False","False","False","True",2,2,2,"Yes","False","False","False","True","False","False","False","70","98","c","n/a",4,5,5,2,3,2,5,2,2,3,"Yes","n/a","Yes",6,"8000","c","4","Yes","No","n/a","No","n/a",2,15,"No",1,"No",9,100,75000,"Yes","7","55000","999",20,FALSE,"n/a",TRUE
"2021-04-09","F_1361",78,"Yes","Yes","Yes","n/a",2,0.5,2,2,0,"n/a",39,"Male","a","b",10,5,"b",2,"2007-01-01","No","Yes","d","n/a","4","n/a","6","n/a","No","True","True","False","False","False","False","False","False","False","False","False","False","False",1,1,1,"Yes","True","False","False","False","False","False","False","60","Longe_10H","d","n/a",3,5,5,1,4,3,4,3,4,5,"Yes","n/a","Yes",4,"13000","96","2","No","No","n/a","No","n/a",3,21,"Yes",3,"No",10,100,50000,"No","n/a","n/a","n/a",12,FALSE,"n/a",TRUE
"2021-04-09","F_208",18,"Yes","No","n/a","Yes",2.2,0.5,2,0,0.2,"a",45,"Male","a","d",10,5,"b",0.413,"1997-01-01","No","No","n/a","n/a","n/a","2","n/a","n/a","No","True","False","False","False","False","True","False","False","False","False","False","False","False",1,1,0.413,"Yes","False","True","False","False","False","False","False","70","98","a","c",3,2,3,2,3,2,5,3,3,3,"No","n/a","Yes",4,"n/a","96","3","No","No","n/a","No","n/a",2,21,"No",2,"Yes",1.5,120,80000,"Yes","1","55000","5",2.5,FALSE,"n/a",TRUE
"2021-04-09","F_1365",78,"Yes","No","n/a","Yes",1.3,0.7,1.3,999,0.1,"a",60,"Male","a","b",14,4,"b",3,"1976-01-01","Yes","Yes","d","n/a","4","n/a","4","n/a","No","False","False","False","True","False","False","False","False","False","False","False","False","False",1,1,0.5,"Yes","True","False","False","False","False","False","False","60","Bazooka","d","n/a",5,5,3,2,4,2,4,4,3,5,"Yes","n/a","Yes",4,"10000","c","1","No","Yes","4","Yes","999",2,21,"Yes",2,"Yes",1,100,50000,"No","n/a","n/a","n/a",7,FALSE,"n/a",TRUE
"2021-04-09","F_207",18,"Yes","Yes","Yes","n/a",3,0.1,1.5,0,0.3,"n/a",47,"Male","a","e",13,8,"b",2,"1996-01-01","No","Yes","d","n/a","5","n/a","3","n/a","Yes","True","False","False","False","True","True","False","False","False","False","False","False","False",1,1,2,"Yes","True","False","False","False","False","False","False","80","Longe_10H","d","n/a",2,2,4,1,5,1,4,2,4,4,"Yes","n/a","Yes",5,"7000","b","2","No","No","n/a","No","n/a",3,7,"Yes",2,"No",15,100,100000,"Yes","13","50000","0",40,FALSE,"n/a",TRUE
"2021-04-09","F_203",18,"Yes","Yes","Yes","n/a",0.4,0.5,2,0,0.2,"n/a",29,"Male","a","c",7,3,"b",2,"2012-01-01","No","Yes","d","n/a","4.5","n/a","3","n/a","No","True","False","False","False","True","True","False","False","False","False","False","False","False",1,1,1.5,"Yes","True","False","False","False","False","False","False","70","Longe_6H","d","n/a",2,1,4,3,4,2,5,2,3,4,"Yes","n/a","Yes",4.5,"4000","96","3","No","No","n/a","No","n/a",3,14,"Yes",3,"No",4,100,90000,"Yes","1.5","60000","0",15,FALSE,"n/a",TRUE
"2021-04-09","F_305",26,"Yes","Yes","No","Yes",0,0.5,999,999,0.3,"n/a",49,"Male","a","c",10,4,"b",999,"1993-01-01","No","Yes","d","n/a","10","n/a","4","n/a","Yes","False","False","False","False","False","True","True","False","False","False","False","False","False",2,2,0.32,"Yes","False","False","False","False","False","False","True","60","Longe_5","d","n/a",5,5,2,3,4,98,4,2,3,3,"Yes","n/a","No",3,"3000","b","3","No","No","n/a","No","n/a",4,30,"Yes",2,"No",3,100,50000,"Yes","1","50000","20",4,FALSE,"n/a",FALSE
