"shop_ID","catchID","quality_rating","general","yield","drought_resistent","disease_resistent","early_maturing","germination","nr_reviews","quality_rating_av","general_av","yield_av","drought_resistent_av","disease_resistent_av","early_maturing_av","germination_av","score","score_corrected"
"AD_128",3,4,4,3.66666666666667,3,1.66666666666667,4,3.66666666666667,3,3.82511874699375,3.82543590668591,3.58539562289562,3.00410052910053,2.27758537758538,3.92079789119263,3.69393939393939,3.42857142857143,3.42857142857143
"AD_129",28,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AD_131",31,2.4,2.8,3.6,2.6,2,3.4,4.2,5,3.4081550802139,3.44558823529412,3.79387254901961,3.13245614035088,2.38721804511278,3.85297619047619,3.90416666666667,3,2.89754126167291
"AD_133",11,5,4.5,3.5,2.5,2,3.5,4,2,4.2,4.55,3.35,2.85,2.4,3.65,4,3.57142857142857,3.46896983310148
"AD_135",32,3.875,4,3.85714285714286,3.28571428571429,3.14285714285714,4.28571428571429,4,8,3.68913139329806,3.80281606794765,3.65181008075745,3.07385912698413,2.84387930610841,3.94626670843776,3.59866071428571,3.7780612244898,3.6756024861627
"AD_136",33,3.5,3.33333333333333,3.33333333333333,1.66666666666667,1.66666666666667,3.66666666666667,3,4,3.5,3.33333333333333,3.33333333333333,1.66666666666667,1.66666666666667,3.66666666666667,3,2.88095238095238,2.77849364262529
"AD_137",3,4.09090909090909,4.18181818181818,4.36363636363636,3.4,2.72727272727273,3.81818181818182,3.72727272727273,11,3.82511874699375,3.82543590668591,3.58539562289562,3.00410052910053,2.27758537758538,3.92079789119263,3.69393939393939,3.75844155844156,3.75844155844156
"AD_138",32,4,3.6,4,2.8,3.2,3.8,3.4,5,3.68913139329806,3.80281606794765,3.65181008075745,3.07385912698413,2.84387930610841,3.94626670843776,3.59866071428571,3.54285714285714,3.54285714285714
"AD_139",34,3,3,3,2,2,4,4,1,3,3,3,2,2,4,4,3,3
"AD_14",35,3,3.4,3.2,3,2.4,4,2.8,5,3.8125,3.62519841269841,3.47777777777778,2.85813492063492,2.55079365079365,3.76388888888889,3.66111111111111,3.11428571428571,3.01182697595862
"AD_141",23,4,3.66666666666667,3,2.66666666666667,2.33333333333333,3.66666666666667,3.66666666666667,5,4.06716149347728,3.91367521367521,3.46143790849673,3.00686274509804,2.76895424836601,3.76535947712418,3.56274509803922,3.28571428571429,3.28571428571429
"AD_142",5,3.92307692307692,3.38461538461538,3.69230769230769,2.84615384615385,2.46153846153846,4,3.76923076923077,13,4.19326923076923,3.72115384615385,3.96057692307692,3.29903846153846,2.86538461538462,4,4.00480769230769,3.43956043956044,3.33710170123335
"AD_145",38,2.66666666666667,3.33333333333333,4,2,2.33333333333333,4.5,4,3,3.22222222222222,3.69444444444444,3.5,2.25,2.27777777777778,4,3.83333333333333,3.26190476190476,3.26190476190476
"AD_146",39,3.5,3.75,3.66666666666667,2.75,2,3.75,4.33333333333333,4,4.09166666666667,4.20416666666667,3.95,3.22797619047619,2.03095238095238,4.00654761904762,4.33809523809524,3.39285714285714,3.29039840453005
"AD_148",3,3.83333333333333,3.6,3,2.6,1.6,4,3.8,6,3.82511874699375,3.82543590668591,3.58539562289562,3.00410052910053,2.27758537758538,3.92079789119263,3.69393939393939,3.2047619047619,3.2047619047619
"AD_150",41,3.75,4.25,3.75,3,3,4.5,4,4,3.375,3.91666666666667,3.25,2.75,2.66666666666667,4.04166666666667,3.54166666666667,3.75,3.64754126167291
"AD_152",43,3,4,4,2.5,3,3,3.66666666666667,3,3.3,3.4,3.3,2.5,2.6,2.5,3.33333333333333,3.30952380952381,3.20706507119672
"AD_153",32,4.28571428571429,4.14285714285714,3.85714285714286,3.28571428571429,3.14285714285714,3.85714285714286,4.14285714285714,7,3.68913139329806,3.80281606794765,3.65181008075745,3.07385912698413,2.84387930610841,3.94626670843776,3.59866071428571,3.81632653061224,3.71386779228515
"AD_154",9,4.33333333333333,3.66666666666667,3.33333333333333,3,2,4,3.33333333333333,3,4.00238095238095,3.58765432098765,3.54753086419753,3.02222222222222,2.37962962962963,3.60987654320988,3.57257495590829,3.38095238095238,3.38095238095238
"AD_155",44,2.33333333333333,2.66666666666667,3.5,3,2,3,3.66666666666667,3,2.97166666666667,3.32291666666667,3.25535714285714,2.83333333333333,2.26071428571429,3.8,3.7452380952381,2.88095238095238,2.77849364262529
"AD_156",9,3.57142857142857,3.66666666666667,3.5,2.83333333333333,2.16666666666667,3.5,3.71428571428571,7,4.00238095238095,3.58765432098765,3.54753086419753,3.02222222222222,2.37962962962963,3.60987654320988,3.57257495590829,3.27891156462585,3.27891156462585
"AD_158",46,4.66666666666667,4.33333333333333,4.66666666666667,3.66666666666667,2.33333333333333,5,4.33333333333333,3,4.66666666666667,4.33333333333333,4.66666666666667,3.66666666666667,2.33333333333333,5,4.33333333333333,4.14285714285714,4.14285714285714
"AD_160",48,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AD_161",49,5,4,4,3,2,4,4,1,5,4.5,4,2.5,2,4.5,4,3.71428571428571,3.71428571428571
"AD_164",35,3.5,3,3.5,3,3,3.5,4,2,3.8125,3.62519841269841,3.47777777777778,2.85813492063492,2.55079365079365,3.76388888888889,3.66111111111111,3.35714285714286,3.35714285714286
"AD_165",9,4.5,3.5,4,3,2.5,3.5,4.5,2,4.00238095238095,3.58765432098765,3.54753086419753,3.02222222222222,2.37962962962963,3.60987654320988,3.57257495590829,3.64285714285714,3.54039840453005
"AD_170",32,4.3,4.11111111111111,3.55555555555556,3.22222222222222,3,4.11111111111111,4.1,10,3.68913139329806,3.80281606794765,3.65181008075745,3.07385912698413,2.84387930610841,3.94626670843776,3.59866071428571,3.77142857142857,3.66896983310148
"AD_172",54,4.75,4,3.25,2.25,2,4,3.75,4,4.875,4,3.625,2.125,2,4,3.875,3.42857142857143,3.32611269024434
"AD_173",55,3.14285714285714,3.57142857142857,3.57142857142857,2.42857142857143,2,3.57142857142857,3.57142857142857,7,3.47142857142857,3.68571428571429,3.48571428571429,2.91428571428571,2.2,3.58571428571429,3.28571428571429,3.12244897959184,3.01999024126475
"AD_174",11,3.4,4.6,3.2,3.2,2.8,3.8,4,5,4.2,4.55,3.35,2.85,2.4,3.65,4,3.57142857142857,3.46896983310148
"AD_175",56,3.33333333333333,3.33333333333333,2.83333333333333,2.83333333333333,2.16666666666667,3.5,2.83333333333333,6,3.61666666666667,3.61666666666667,3.31666666666667,2.80555555555556,2.23333333333333,3.75,3.31666666666667,2.97619047619048,2.87373173786338
"AD_177",58,3,4.5,3.5,4,2,4,4.5,2,3.11111111111111,4.03333333333333,3.31666666666667,3.44444444444444,2.13888888888889,4,4.11111111111111,3.64285714285714,3.64285714285714
