"date","shop_ID","checq","why","other_why","check.owner.agree.age","check.owner.agree.gender","check.owner.agree.educ","check.owner.agree.ownership","check.owner.agree.gen_o","check.owner.agree.q2a","check.owner.agree.q2b","check.owner.agree.q2c","check.owner.agree.q2c1","check.owner.agree.q5","check.owner.agree.q6","check.owner.agree.q7","check.owner.agree.client.q9a","check.owner.agree.client.q9b","check.owner.agree.client.q9c","check.owner.agree.client.q9d","check.owner.agree.q10","check.owner.agree.q11a","check.owner.agree.q11b","check.owner.agree.q11c","check.owner.agree.nr_var","check.owner.agree.q19","check.owner.agree.q20","check.owner.agree.long10h.q21","check.owner.agree.long10h.q22","check.owner.agree.long10h.q23","check.owner.agree.long10h.q24","check.owner.agree.long10h.carry","check.owner.agree.long10h.q25","check.owner.agree.long10h.q26","check.owner.agree.long10h.sold","check.owner.agree.long10h.q27","check.owner.agree.long10h.q29","check.owner.agree.long10h.q30","check.owner.agree.long10h.q31","check.owner.agree.q32","check.owner.agree.longe7H.q38","check.owner.agree.longe7H.q39","check.owner.agree.q44","check.owner.agree.q45","check.owner.agree.longe5.q46","check.owner.agree.longe5.q47","check.owner.agree.longe5.q48","check.owner.agree.longe5.q49","check.owner.agree.longe5.carry3","check.owner.agree.longe5.q50","check.owner.agree.longe5.q51","check.owner.agree.longe5.sold3","check.owner.agree.longe5.q52","check.owner.agree.longe5.q54","check.owner.agree.longe5.q55","check.owner.agree.longe5.q56","check.owner.agree.q57","check.owner.agree.longe4.q62","check.owner.agree.longe4.q63","check.owner.agree.temp.q69","check.owner.agree.temp.q71","check.owner.agree.temp.q72","check.owner.agree.temp.q73","check.owner.agree.temp.q74","check.owner.agree.temp.q75","check.owner.agree.temp.q78","check.owner.agree.temp.q79","check.owner.agree.temp.q80","check.owner.agree.temp.q81","check.owner.agree.temp.q81a","check.owner.agree.temp.q82","check.owner.agree.q83.a","check.owner.agree.q83.b","check.owner.agree.q83.c","check.owner.agree.q83.d","check.owner.agree.q83.e","check.owner.agree.q83.f","check.owner.agree.q83.g","check.owner.agree.q83.96","check.owner.agree.q85","check.owner.agree.q86","check.owner.agree.q87","check.owner.agree.q88","check.owner.agree.q89","check.owner.agree.q90","check.owner.agree.q93","check.owner.agree.q96","check.owner.agree.q96b","check.owner.agree.q97.a","check.owner.agree.q97.b","check.owner.agree.q97.c","check.owner.agree.q97.d","check.owner.agree.q97.96","check.owner.agree.q99x","check.owner.agree.q99","check.owner.agree.q100","check.owner.agree.q101","check.owner.agree.q102","check.owner.agree.q103","check.owner.agree.skill.q104","check.owner.agree.skill.q105","check.owner.agree.skill.q106","check.owner.agree.skill.q107","check.owner.agree.skill.q108","check.owner.agree.skill.q109","check.owner.agree.skill.q110","check.owner.agree.skill.q111","check.owner.agree.skill.q112","check.owner.agree.skill.q113","check.owner.agree.inspection.q114","check.owner.agree.inspection.q115","check.owner.agree.inspection.q116","check.owner.agree.inspection.q117","check.owner.agree.inspection.q118","check.owner.agree.inspection.q119","check.owner.agree.inspection.q121","check.owner.agree.inspection.q122","reading","exp","date_pack","origin","cert","lot","verif","variety","other_var","company","age","kg_improved"
"2022-07-13","AD_293","Yes","n/a","n/a","54","Male","d","Yes","n/a","n/a","n/a","n/a","n/a","No","15","15","No","Yes","5","3","Yes","Yes","Yes","4","3","1","Yes","0","400","a","5000","400",400,"6000","0","n/a","Yes","4","7","No",0,"n/a","2","Yes","0","700","a","2500","700",700,"3000","0","n/a","Yes","4","2","Yes",300,"3000","No","No","Yes","No","Yes","No","2","2","No","No","Yes","1","False","False","False","False","True","False","False","False","b","b","1","No","2","a","2","No","n/a","True","False","False","False","False","4","5","3","4","4","4","b","a","c","b","c","c","b","88","88","c","No","Yes","No","0","Yes","No","Yes","No",13,"2022-08-07","2022-07-25","Yes","No","Yes","No","Longe 10H","n/a",1,16,1400
"2022-07-13","AD_80","Yes","n/a","n/a","25","Female","f","Yes","n/a","n/a","n/a","n/a","n/a","Yes","200","80","Yes","Yes","4","5","Yes","No","n/a","n/a","4","3","Yes","0","5000","a","5000","5000",3000,"6000","2000","0","Yes","2","2","No",0,"n/a","2","Yes","20","600","a","3000","620",400,"3000","220","0","No","n/a","n/a","No",0,"n/a","Yes","Yes","Yes","Yes","Yes","Yes","2","4","No","Yes","Yes","4","False","True","False","False","False","False","False","False","c","c","3","Yes","2","b","2","No","n/a","True","True","False","False","False","5","5","4","5","5","5","a","b","b","c","b","c","b","b","a","a","No","No","No","2","No","No","Yes","No",11.9,"2022-07-15","2022-03-03","No","No","Yes","No","Other hybrid or OPV","n/a",96,159.958333333333,3400
"2022-07-22","AD_333","Yes","n/a","n/a","59","Female","b","Yes","n/a","Yes","Yes","999","No","No","80","30","Yes","Yes","4","4","Yes","n/a","n/a","n/a","2","1","Yes","0","100","a","5000","100",100,"6000","0","n/a","Yes","2","2","No",0,"n/a","0","Yes","0","25","a","5000","25",25,"6000","0","n/a","Yes","3","30","No",0,"n/a","Yes","Yes","Yes","Yes","Yes","Yes","2","3","No","Yes","n/a","4","False","True","False","False","False","False","False","False","b","b","2","No","1","b","1","No","n/a","True","True","False","False","False","4","5","4","5","4","3","a","a","c","a","b","c","b","b","a","b","No","Yes","No","0","No","No","No","No",13.2,"2022-07-23","2022-01-24","Yes","No","Yes","No","Longe 10H","n/a",1,197.958333333333,125
"2022-07-14","AD_256","Yes","n/a","n/a","35","Female","d","No","Male","n/a","n/a","n/a","n/a","No","10","5","Yes","Yes","3","2","No","No","n/a","n/a","1","0","No","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","No",0,"n/a","1","Yes","999","30","a","2500","1029",30,"2800","999","0","No","n/a","n/a","No",0,"n/a","No","No","No","Yes","Yes","Yes","2","3","No","No","No","2","True","False","False","False","False","False","False","False","b","a","1","No","1","b","2","No","n/a","True","True","False","False","False","3","2","1","2","2","2","a","c","b","b","b","a","b","a","88","a","No","Yes","Yes","0","No","No","Yes","No",16,"2022-08-07","2022-03-15","No","No","Yes","No","Longe 5 (nalongo)","n/a",2,147.958333333333,30
"2022-07-28","AD_323","Yes","n/a","n/a","57","Male","c","Yes","n/a","No","n/a","n/a","n/a","Yes","10","4","Yes","Yes","4","3","Yes","Yes","Yes","5","3","2","Yes","0","200","a","5500","200",200,"6000","0","n/a","No","n/a","n/a","No",0,"n/a","1","Yes","0","100","a","2500","100",100,"3000","0","n/a","No","n/a","n/a","No",0,"n/a","Yes","No","Yes","No","Yes","Yes","2","5","No","Yes","Yes","4","True","False","False","False","False","False","False","False","c","c","1","Yes","1","c","1","No","n/a","True","False","False","False","False","3","2","4","3","4","3","a","88","c","c","c","c","a","a","88","b","No","Yes","No","2","No","No","Yes","Yes",12.5,"2022-08-05","2022-04-09","Yes","No","Yes","No","Bazooka","n/a",1,123,300
"2022-08-04","AD_46","Yes","n/a","n/a","30","Female","f","Yes","n/a","Yes","Yes","4.5","Yes","Yes","15","10","Yes","Yes","4","5","Yes","Yes","No","n/a","4","3","Yes","0","200","b","4500","200",200,"6000","0","n/a","Yes","2","1","No",0,"n/a","1","Yes","0","50","b","2500","50",50,"3500","0","n/a","Yes","3","3","No",0,"n/a","No","No","Yes","Yes","Yes","Yes","2","4","No","No","No","4","True","False","False","False","False","False","False","False","b","b","3","Yes","1","c","2","No","n/a","True","True","False","False","False","4","5","5","5","4","4","a","88","b","b","c","b","a","c","b","a","No","Yes","No","1","No","No","No","No",12.6,"2022-08-05","2022-04-04","Yes","No","Yes","No","Bazooka","n/a",1,128,250
"2022-07-11","AD_131","Yes","n/a","n/a","36","Male","d","Yes","n/a","No","n/a","n/a","n/a","No","20","10","Yes","Yes","5","5","No","n/a","n/a","n/a","3","3","Yes","0","60","a","5000","60",60,"5500","0","n/a","Yes","3","1","No",0,"n/a","1","Yes","0","200","a","2500","200",200,"3000","0","n/a","Yes","3","1","No",0,"n/a","No","Yes","Yes","Yes","Yes","Yes","2","4","No","No","n/a","3","True","False","False","False","False","False","False","False","b","c","1","Yes","1","c","2","No","n/a","True","False","False","False","False","4","5","5","5","5","5","a","b","c","b","c","88","b","a","88","a","No","Yes","No","2","No","No","No","No",13.2,"2022-08-05","n/a","Yes","No","No","No","Longe 5 (nalongo)","n/a",96,NA,260
"2022-07-11","AD_335","Yes","n/a","n/a","61","Male","f","Yes","n/a","Yes","No","n/a","No","No","9","4","Yes","Yes","4","5","Yes","n/a","n/a","n/a","2","1","Yes","0","20","b","6000","20",20,"7000","0","n/a","Yes","4","999","No",0,"n/a","1","Yes","0","50","a","2500","50",50,"3000","0","n/a","Yes","4","999","No",0,"n/a","No","Yes","No","No","No","Yes","2","4","No","Yes","n/a","3","True","False","False","False","False","False","False","False","c","c","3","Yes","1","c","3","No","n/a","True","False","False","False","False","4","5","4","4","3","4","a","88","88","b","c","a","a","a","a","b","Yes","Yes","No","1","Yes","No","No","No",15.6,"2022-08-05","2022-07-27","Yes","No","Yes","No","Longe 5 (nalongo)","n/a",12,14,70
"2022-07-18","AD_344","Yes","n/a","n/a","30","Female","f","Yes","n/a","n/a","n/a","n/a","n/a","No","20","15","Yes","Yes","4","4","Yes","Yes","Yes","3","2","1","Yes","0","100","a","5000","100",100,"6000","0","n/a","Yes","4","30","No",0,"n/a","1","Yes","0","500","b","2200","500",500,"3000","0","n/a","Yes","3","30","Yes",200,"3000","No","No","Yes","Yes","Yes","Yes","1","4","No","Yes","No","4","True","False","False","False","False","False","False","False","c","c","2","Yes","1","c","2","Yes","c","True","True","False","False","False","2","3","4","4","2","3","a","a","c","c","c","a","a","a","a","c","Yes","Yes","Yes","2","Yes","No","Yes","Yes",16,"2022-08-06","2022-07-27","Yes","No","Yes","No","Longe 5 (nalongo)","n/a",12,14,800
"2022-07-14","AD_299","Yes","n/a","n/a","50","Male","b","Yes","n/a","Yes","No","n/a","No","No","20","20","Yes","Yes","4","3","Yes","Yes","No","n/a","2","1","No","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","No",0,"n/a","1","Yes","0","2000","a","2400","2000",2000,"3000","0","n/a","Yes","4","1","No",0,"n/a","Yes","Yes","Yes","Yes","Yes","Yes","2","4","No","No","No","3","True","False","False","False","False","False","False","False","c","c","1","Yes","1","c","2","No","n/a","True","False","False","False","False","5","3","4","5","3","3","a","a","c","b","c","b","b","b","a","b","Yes","Yes","No","0","No","No","No","Yes",12.7,"2022-08-05","n/a","Yes","No","No","No","Longe 5 (nalongo)","n/a",96,NA,2000
"2022-08-02","AD_110","Yes","n/a","n/a","26","Male","e","Yes","n/a","Yes","No","n/a","No","Yes","10","2","Yes","Yes","3","3","Yes","Yes","Yes","4","1","0","No","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","No",0,"n/a","1","Yes","0","50","a","4500","50",50,"5000","0","n/a","No","n/a","n/a","No",0,"n/a","No","Yes","Yes","Yes","Yes","Yes","2","3","No","No","No","3","True","False","False","False","False","False","False","False","c","c","2","No","1","b","2","No","n/a","True","False","False","False","False","5","3","2","5","2","5","a","a","c","c","c","a","a","a","a","b","No","No","No","1","No","No","Yes","No",15.9,"2022-08-07","2022-05-11","Yes","No","Yes","No","Longe 5 (nalongo)","n/a",12,91,50
"2022-07-11","AD_56","Yes","n/a","n/a","69","Male","b","Yes","n/a","Yes","No","n/a","Yes","No","40","15","Yes","Yes","5","5","Yes","n/a","n/a","n/a","4","4","Yes","0","1000","a","5000","1000",1000,"6000","0","n/a","No","n/a","n/a","Yes",0,"6000","2","Yes","0","800","a","2500","800",800,"3500","0","n/a","No","n/a","n/a","Yes",20,"3500","Yes","No","Yes","Yes","Yes","Yes","2","4","No","Yes","n/a","3","True","False","False","False","False","False","False","False","c","c","2","Yes","1","b","2","No","n/a","True","False","False","False","False","3","5","4","5","5","5","a","b","88","b","c","a","b","c","88","88","No","Yes","No","1","No","No","No","No",12.9,"2022-08-05","n/a","Yes","No","No","No","Longe 5 (nalongo)","n/a",96,NA,1820
"2022-07-11","AD_60","Yes","n/a","n/a","24","Female","d","Yes","n/a","Yes","Yes","2.5","No","No","7","4","Yes","Yes","4","4","No","n/a","n/a","n/a","3","3","Yes","0","6","a","5500","6",6,"8000","0","n/a","No","n/a","n/a","No",0,"n/a","1","Yes","0","15","a","3000","15",15,"6000","0","n/a","No","n/a","n/a","No",0,"n/a","No","Yes","Yes","Yes","Yes","Yes","2","5","Yes","No","n/a","2","False","False","False","True","False","False","False","False","b","b","2","No","1","b","2","No","n/a","True","False","False","False","False","4","5","5","5","3","2","88","b","88","a","c","88","b","88","88","88","No","No","No","0","No","No","No","No",12.8,"2022-08-05","n/a","No","No","No","No","Other hybrid or OPV","n/a",96,NA,21
"2022-07-12","AD_13","Yes","n/a","n/a","20","Female","d","No","Male","n/a","n/a","n/a","n/a","Yes","120","32","Yes","Yes","5","4","No","n/a","n/a","n/a","4","4","Yes","0","2500","a","5500","2500",2500,"6000","0","n/a","Yes","3","1","No",0,"n/a","1","Yes","0","5000","a","2500","5000",5000,"3000","0","n/a","Yes","2","1","No",0,"n/a","No","Yes","Yes","Yes","Yes","Yes","2","4","No","Yes","n/a","3","True","False","False","False","False","False","False","False","b","b","2","Yes","1","b","1","Yes","e","True","False","False","False","False","5","5","4","4","3","5","a","c","b","a","c","c","b","88","a","b","No","Yes","98","0","No","No","No","No",12.4,"2022-08-05","2022-07-26","Yes","No","Yes","No","Longe 10H","n/a",1,15,7500
"2022-07-18","AD_187","Yes","n/a","n/a","24","Male","e","No","Male","n/a","n/a","n/a","n/a","Yes","30","25","Yes","Yes","3","4","Yes","Yes","Yes","4","5","3","Yes","0","2000","b","4600","2000",2000,"6000","0","n/a","Yes","3","14","No",0,"n/a","1","Yes","0","4000","b","2700","4000",4000,"3000","0","n/a","No","n/a","n/a","No",0,"n/a","No","No","Yes","Yes","Yes","Yes","2","4","No","Yes","No","3","True","False","False","False","False","False","False","False","c","c","3","Yes","1","c","2","No","n/a","True","False","False","False","False","4","4","5","4","4","4","b","a","c","b","c","a","b","b","a","a","Yes","Yes","No","1","No","No","Yes","Yes",12.2,"2022-08-06","2022-03-30","Yes","No","Yes","No","Bazooka","n/a",1,133,6000
"2022-07-19","AD_86","Yes","n/a","n/a","27","Female","f","No","Female","Yes","Yes","3.9","Yes","Yes","25","15","Yes","Yes","4","4","Yes","Yes","Yes","4","4","4","Yes","4","100","b","5000","104",100,"7000","4","0","No","n/a","n/a","No",0,"n/a","0","No","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","No",0,"n/a","Yes","No","No","Yes","Yes","Yes","2","4","No","Yes","No","5","True","False","False","False","False","False","False","False","c","c","1","Yes","other","c","1","No","n/a","True","True","False","False","False","4","4","3","5","3","4","b","88","b","b","c","b","b","b","a","c","No","Yes","Yes","2","Yes","No","Yes","Yes",13.1,"2022-07-26","2022-02-05","Yes","No","Yes","No","Bazooka","n/a",1,185.958333333333,100
"2022-07-21","AD_152","Yes","n/a","n/a","29","Male","d","Yes","n/a","Yes","No","n/a","No","No","5","1","No","Yes","3","5","Yes","Yes","Yes","4","3","2","Yes","0","20","a","6000","20",20,"7000","0","n/a","No","n/a","n/a","No",0,"n/a","1","Yes","7","47","a","3500","54",42,"4500","12","0","Yes","4","1","No",0,"n/a","No","Yes","No","Yes","Yes","Yes","2","4","No","No","No","3","False","False","False","True","True","False","False","False","b","b","3","No","other","a","2","No","n/a","True","False","False","False","False","5","5","4","5","4","4","a","a","b","b","c","b","b","b","a","a","No","Yes","No","1","Yes","No","No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62
"2022-07-12","AD_258","Yes","n/a","n/a","37","Female","c","Yes","n/a","Yes","No","n/a","Yes","Yes","7","5","Yes","Yes","4","4","Yes","Yes","No","n/a","3","2","No","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","Yes",20,"4000","1","Yes","0","10","a","3000","10",10,"3700","0","n/a","No","n/a","n/a","Yes",10,"3000","No","No","Yes","Yes","Yes","Yes","1","4","No","No","No","2","False","False","False","False","True","False","False","False","c","c","2","Yes","1","a","1","No","n/a","True","False","False","False","False","5","5","4","5","5","5","b","b","c","b","c","a","b","b","b","b","No","No","No","0","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40
"2022-07-21","AD_157","Yes","n/a","n/a","50","Male","b","Yes","n/a","n/a","n/a","n/a","n/a","No","2","1","Yes","Yes","3","3","Yes","Yes","Yes","4","0","0","No","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","No",0,"n/a","0","No","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","No",0,"n/a","No","No","Yes","No","Yes","Yes","2","5","No","No","No","3","True","False","False","False","False","False","False","False","c","c","1","Yes","2","b","1","No","n/a","True","False","False","False","False","4","4","3","3","2","3","a","a","c","b","c","a","b","88","88","88","No","Yes","No","0","No","No","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2022-07-29","AD_306","No","a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2022-07-11","AD_44","No","96","Merged with Walakira Remmy Arnold","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2022-07-13","AD_39","No","d","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2022-08-04","AD_6","No","96"," Business changed ownership and people  selling now are skeptical.","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2022-07-13","AD_268","No","c","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2022-07-27","AD_283","No","e","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2022-07-18","AD_148","No","d","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2022-07-11","AD_254","No","d","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2022-08-05","AD_10","No","96","Closed business, not enough capital to operate at the moment but hopes to resume next year . C/o Naigaga Eseza  0788517307","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2022-07-28","AD_154","No","e","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
