"date","shop_ID","checq","why","other_why","check.owner.agree.age","check.owner.agree.gender","check.owner.agree.educ","check.owner.agree.ownership","check.owner.agree.gen_o","check.owner.agree.q2a","check.owner.agree.q2b","check.owner.agree.q2c","check.owner.agree.q2c1","check.owner.agree.q5","check.owner.agree.q6","check.owner.agree.q7","check.owner.agree.client.q9a","check.owner.agree.client.q9b","check.owner.agree.client.q9c","check.owner.agree.client.q9d","check.owner.agree.q10","check.owner.agree.q11a","check.owner.agree.q11b","check.owner.agree.q11c","check.owner.agree.nr_var","check.owner.agree.q19","check.owner.agree.q20","check.owner.agree.long10h.q21","check.owner.agree.long10h.q22","check.owner.agree.long10h.q23","check.owner.agree.long10h.q24","check.owner.agree.long10h.carry","check.owner.agree.long10h.q25","check.owner.agree.long10h.q26","check.owner.agree.long10h.sold","check.owner.agree.long10h.q27","check.owner.agree.long10h.q29","check.owner.agree.long10h.q30","check.owner.agree.long10h.q31","check.owner.agree.q32","check.owner.agree.longe7H.q38","check.owner.agree.longe7H.q39","check.owner.agree.q44","check.owner.agree.q45","check.owner.agree.longe5.q46","check.owner.agree.longe5.q47","check.owner.agree.longe5.q48","check.owner.agree.longe5.q49","check.owner.agree.longe5.carry3","check.owner.agree.longe5.q50","check.owner.agree.longe5.q51","check.owner.agree.longe5.sold3","check.owner.agree.longe5.q52","check.owner.agree.longe5.q54","check.owner.agree.longe5.q55","check.owner.agree.longe5.q56","check.owner.agree.q57","check.owner.agree.longe4.q62","check.owner.agree.longe4.q63","check.owner.agree.temp.q69","check.owner.agree.temp.q71","check.owner.agree.temp.q72","check.owner.agree.temp.q73","check.owner.agree.temp.q74","check.owner.agree.temp.q75","check.owner.agree.temp.q78","check.owner.agree.temp.q79","check.owner.agree.temp.q80","check.owner.agree.temp.q81","check.owner.agree.temp.q81a","check.owner.agree.temp.q82","check.owner.agree.q83.a","check.owner.agree.q83.b","check.owner.agree.q83.c","check.owner.agree.q83.d","check.owner.agree.q83.e","check.owner.agree.q83.f","check.owner.agree.q83.g","check.owner.agree.q83.96","check.owner.agree.q85","check.owner.agree.q86","check.owner.agree.q87","check.owner.agree.q88","check.owner.agree.q89","check.owner.agree.q90","check.owner.agree.q93","check.owner.agree.q96","check.owner.agree.q96b","check.owner.agree.q97.a","check.owner.agree.q97.b","check.owner.agree.q97.c","check.owner.agree.q97.d","check.owner.agree.q97.96","check.owner.agree.q99x","check.owner.agree.q99","check.owner.agree.q100","check.owner.agree.q101","check.owner.agree.q102","check.owner.agree.q103","check.owner.agree.skill.q104","check.owner.agree.skill.q105","check.owner.agree.skill.q106","check.owner.agree.skill.q107","check.owner.agree.skill.q108","check.owner.agree.skill.q109","check.owner.agree.skill.q110","check.owner.agree.skill.q111","check.owner.agree.skill.q112","check.owner.agree.skill.q113","check.owner.agree.inspection.q114","check.owner.agree.inspection.q115","check.owner.agree.inspection.q116","check.owner.agree.inspection.q117","check.owner.agree.inspection.q118","check.owner.agree.inspection.q119","check.owner.agree.inspection.q121","check.owner.agree.inspection.q122","reading","exp","date_pack","origin","cert","lot","verif","variety","other_var","company","age","kg_improved"
"2022-07-16","AD_163","Yes","n/a","n/a","29","Male","e","Yes","n/a","n/a","n/a","n/a","n/a","No","20","15","Yes","Yes","3","4","No","n/a","n/a","n/a","2","1","Yes","0","400","a","5000","400",400,"6000","0","n/a","No","n/a","n/a","No",0,"n/a","1","Yes","0","500","a","2600","500",500,"3000","0","n/a","No","n/a","n/a","No",0,"n/a","No","No","No","No","Yes","Yes","2","4","No","No","n/a","3","False","True","False","False","False","False","False","False","c","c","1","No","1","b","3","No","n/a","True","True","False","False","False","4","5","4","5","5","5","a","c","b","b","b","c","88","a","a","a","No","No","No","999","No","No","No","No",12.5,"2022-08-05","2022-06-23","Yes","No","Yes","No","Longe 10H","n/a",1,48,900
"2022-07-16","AD_202","Yes","n/a","n/a","35","Female","d","Yes","n/a","Yes","Yes","3.7","Yes","Yes","10","4","Yes","Yes","4","4","Yes","n/a","n/a","n/a","1","1","Yes","0","50","a","5000","50",50,"6000","0","n/a","No","n/a","n/a","No",0,"n/a","0","No","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","No",0,"n/a","No","No","Yes","Yes","No","Yes","2","3","No","No","n/a","3","False","False","False","False","False","False","False","True","c","c","1","No","2","c","2","No","n/a","False","True","False","False","False","4","4","3","4","3","4","a","b","88","b","c","a","88","a","c","c","No","Yes","No","0","No","No","No","No",12.1,"2022-08-05","2022-06-14","Yes","No","Yes","No","Longe 10H","n/a",1,57,50
"2022-07-19","AD_175","Yes","n/a","n/a","32","Male","d","Yes","n/a","Yes","Yes","4.4","Yes","No","30","18","Yes","Yes","3","4","Yes","Yes","Yes","4","2","2","Yes","0","500","a","5000","500",500,"6000","0","n/a","Yes","4","1","No",0,"n/a","1","Yes","0","100","a","2500","100",100,"3000","0","n/a","Yes","4","1","No",0,"n/a","Yes","Yes","Yes","Yes","Yes","Yes","2","4","No","No","No","5","False","True","False","False","False","False","False","False","c","c","1","Yes","1","b","2","Yes","96","True","True","False","False","False","4","3","4","4","3","4","a","a","c","b","b","c","a","a","c","c","No","Yes","No","7","Yes","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600
"2022-08-03","AD_14","Yes","n/a","n/a","40","Female","d","No","Male","Yes","Yes","3.4","No","Yes","5","4","Yes","Yes","5","5","Yes","n/a","n/a","n/a","2","2","Yes","0","100","b","4500","100",70,"5500","30","0","No","n/a","n/a","No",0,"n/a","1","Yes","0","100","b","2500","100",97,"4000","3","0","No","n/a","n/a","No",0,"n/a","Yes","Yes","Yes","Yes","Yes","Yes","2","4","No","No","n/a","2","False","True","False","False","False","False","False","False","c","c","3","Yes","1","c","2","No","n/a","True","True","False","False","False","5","5","5","5","2","5","b","b","b","b","c","b","b","b","a","c","Yes","No","No","2","Yes","No","No","No",13.4,"2022-08-05","2022-02-22","Yes","No","Yes","No","Longe 5 (nalongo)","n/a",12,168.958333333333,167
"2022-07-28","AD_327","Yes","n/a","n/a","56","Male","d","Yes","n/a","n/a","n/a","n/a","n/a","No","10","10","No","Yes","5","5","Yes","n/a","n/a","n/a","4","3","Yes","0","200","a","6000","200",200,"7500","0","n/a","Yes","3","4","No",0,"n/a","1","Yes","0","50","a","5500","50",50,"6000","0","n/a","No","n/a","n/a","No",0,"n/a","No","Yes","Yes","Yes","Yes","Yes","2","3","Yes","Yes","n/a","3","False","False","False","True","True","False","False","False","b","b","1","Yes","2","b","1","No","n/a","True","False","False","False","False","5","4","5","5","5","5","b","a","c","b","b","c","c","b","a","b","No","Yes","Yes","2","No","No","No","No",12.4,"2022-08-05","2022-06-15","Yes","No","Yes","No","Longe 10H","n/a",1,56,250
"2022-07-15","AD_125","Yes","n/a","n/a","28","Male","f","No","Male","n/a","n/a","n/a","n/a","Yes","20","15","Yes","Yes","4","3","Yes","No","n/a","n/a","3","2","Yes","0","4000","b","4000","4000",385,"5000","3615","15","No","n/a","n/a","No",0,"n/a","1","Yes","0","2500","b","2500","2500",2445,"3000","55","5","No","n/a","n/a","No",0,"n/a","Yes","No","Yes","Yes","Yes","Yes","1","4","No","No","No","3","True","False","False","False","False","False","False","False","c","c","3","Yes","2","c","1","No","n/a","True","True","False","False","False","3","4","4","4","5","5","a","a","c","c","b","b","a","a","a","a","Yes","Yes","No","2","Yes","No","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2830
"2022-07-22","AD_290","Yes","n/a","n/a","48","Male","f","Yes","n/a","n/a","n/a","n/a","n/a","No","10","7","Yes","Yes","5","5","Yes","Yes","Yes","4","4","3","Yes","0","100","a","5000","100",100,"6000","0","n/a","Yes","2","1","Yes",50,"6000","1","Yes","0","25","a","2500","25",25,"3500","0","n/a","Yes","2","1","No",0,"n/a","No","No","Yes","No","Yes","No","1","2","No","Yes","Yes","3","True","False","False","False","False","False","False","False","b","b","2","Yes","1","b","2","Yes","e","True","True","False","False","False","4","5","5","4","4","5","a","a","c","b","b","c","88","a","b","a","Yes","Yes","Yes","0","No","No","Yes","Yes",12,"2022-08-05","2022-06-13","Yes","No","Yes","No","Longe 10H","n/a",1,58,175
"2022-07-11","AD_146","Yes","n/a","n/a","30","Male","e","Yes","n/a","Yes","Yes","4.1","Yes","Yes","45","25","Yes","Yes","3","4","Yes","n/a","n/a","n/a","5","3","Yes","0","150","b","4500","150",150,"6000","0","n/a","Yes","4","1","No",0,"n/a","2","Yes","0","350","b","2400","350",350,"3000","0","n/a","No","n/a","n/a","Yes",100,"3000","No","No","No","No","Yes","Yes","2","4","No","Yes","n/a","4","True","False","False","False","False","False","False","False","c","c","2","Yes","1","c","2","Yes","e","True","True","False","False","False","4","4","5","4","4","3","c","a","c","b","c","a","b","c","b","c","Yes","Yes","Yes","0","No","No","No","No",13.8,"2022-07-15","n/a","No","No","No","No","Other hybrid or OPV","n/a",96,NA,600
"2022-07-25","AD_158","Yes","n/a","n/a","29","Female","d","Yes","n/a","Yes","Yes","4.3","Yes","Yes","7","5","Yes","Yes","5","5","Yes","n/a","n/a","n/a","4","2","Yes","0","200","a","5000","200",150,"6000","50","0","No","n/a","n/a","No",0,"n/a","2","Yes","0","500","a","2500","500",500,"3000","0","n/a","No","n/a","n/a","Yes",300,"2500","Yes","Yes","Yes","Yes","Yes","Yes","2","4","No","Yes","n/a","5","True","False","False","False","False","False","False","False","c","c","3","Yes","1","c","2","No","n/a","True","True","False","False","False","5","5","5","5","5","5","b","a","c","b","c","b","b","b","c","c","Yes","Yes","No","1","No","No","No","No",12.5,"2022-07-26","2021-08-17","Yes","No","Yes","No","Bazooka","n/a",1,358,950
"n/a","AD_324","Yes","n/a","n/a","57","Male","c","Yes","n/a","Yes","Yes","2.7","No","Yes","30","20","Yes","Yes","5","5","Yes","n/a","n/a","n/a","6","3","Yes","0","50","a","6000","50",50,"7000","0","n/a","No","n/a","n/a","No",0,"n/a","3","Yes","0","100","b","2700","100",75,"3500","25","0","No","n/a","n/a","Yes",100,"3500","Yes","Yes","Yes","Yes","Yes","Yes","2","2","No","Yes","n/a","4","False","False","False","False","False","False","False","True","c","c","3","Yes","1","b","2","No","n/a","True","False","False","False","False","4","5","5","5","5","5","c","a","b","c","b","b","a","b","a","c","Yes","Yes","Yes","2","No","No","No","No",12.5,"2022-07-17","2022-03-29","Yes","No","Yes","No","Bazooka","n/a",1,134,225
"2022-07-14","AD_63","Yes","n/a","n/a","25","Male","d","No","Male","Yes","Yes","3.1","Yes","Yes","100","50","Yes","Yes","5","5","Yes","n/a","n/a","n/a","6","3","Yes","0","200","b","6000","200",150,"7500","50","0","No","n/a","n/a","Yes",100,"8500","3","Yes","0","500","b","2400","500",500,"3000","0","n/a","Yes","4","999","Yes",300,"3000","Yes","Yes","Yes","Yes","Yes","Yes","2","5","Yes","No","n/a","5","True","False","False","False","False","False","False","False","c","c","3","Yes","1","c","2","Yes","e","True","True","False","False","False","5","5","5","5","5","5","b","a","c","b","c","b","a","b","a","b","Yes","Yes","Yes","2","No","No","No","No",12.5,"2022-07-17","2022-03-09","Yes","No","Yes","No","Longe 10H","n/a",1,153.958333333333,1050
"2022-07-13","AD_298","Yes","n/a","n/a","27","Male","d","No","Male","n/a","n/a","n/a","n/a","No","30","7","Yes","Yes","5","5","Yes","Yes","Yes","5","3","1","Yes","6","15","a","7500","21",21,"8500","0","n/a","Yes","4","999","No",0,"n/a","5","Yes","0","100","a","2600","100",90,"3500","10","0","No","n/a","n/a","Yes",100,"3500","Yes","Yes","Yes","Yes","Yes","Yes","2","5","No","Yes","No","4","False","False","False","False","False","False","False","True","c","c","3","Yes","1","c","1","No","n/a","True","False","False","False","False","5","5","5","5","5","5","a","a","b","a","c","c","a","c","a","c","No","No","No","0","No","No","Yes","No",14.9,"2022-07-17","2022-06-18","Yes","No","Yes","No","Longe 5 (nalongo)","n/a",96,53,211
"2022-07-19","AD_71","Yes","n/a","n/a","28","Male","f","No","Male","Yes","No","n/a","No","Yes","100","60","Yes","Yes","4","5","Yes","Yes","Yes","5","7","6","Yes","0","300","a","4800","300",300,"6000","0","n/a","Yes","4","999","No",0,"n/a","1","Yes","0","600","b","2500","600",600,"3000","0","n/a","Yes","4","999","Yes",200,"3000","Yes","No","Yes","Yes","Yes","Yes","2","4","No","Yes","Yes","5","True","False","False","False","False","False","False","False","c","c","2","Yes","1","c","1","No","n/a","True","True","False","False","False","4","5","5","5","5","5","a","a","b","b","c","c","a","a","c","c","Yes","Yes","Yes","2","No","No","Yes","No",12.4,"2022-07-26","2022-03-01","Yes","No","Yes","Yes","KH series","n/a",14,161.958333333333,1100
"2022-07-13","AD_180","Yes","n/a","n/a","30","Female","c","Yes","n/a","Yes","Yes","3.4","Yes","Yes","50","20","98","98","3","3","Yes","Yes","Yes","5","0","0","No","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","No",0,"n/a","0","No","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","No",0,"n/a","No","Yes","No","No","Yes","Yes","2","2","No","No","No","2","False","False","False","False","False","False","False","True","c","c","3","No","other","c","1","No","n/a","True","False","False","False","False","3","4","4","4","2","5","b","a","c","c","b","c","a","b","a","a","No","No","No","0","No","No","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2022-07-14","AD_122","Yes","n/a","n/a","28","Female","f","Yes","n/a","Yes","Yes","4.3","No","Yes","50","10","Yes","Yes","5","5","Yes","n/a","n/a","n/a","5","4","Yes","0","50","a","5500","50",12,"7000","38","0","Yes","2","2","No",0,"n/a","1","Yes","0","300","b","2600","300",300,"3500","0","n/a","Yes","4","999","No",0,"n/a","Yes","Yes","Yes","Yes","Yes","Yes","2","2","No","Yes","n/a","5","False","False","False","False","False","False","False","True","c","c","3","Yes","1","b","2","No","n/a","True","False","False","False","False","5","5","5","5","5","5","a","a","c","b","c","b","a","b","a","c","Yes","Yes","Yes","2","Yes","No","No","No",11.8,"2022-07-17","2022-03-28","Yes","No","Yes","No","Bazooka","n/a",1,135,312
"2022-07-19","AD_308","Yes","n/a","n/a","55","Male","e","Yes","n/a","Yes","Yes","3","Yes","Yes","100","50","Yes","Yes","5","5","Yes","Yes","Yes","5","6","4","Yes","0","1000","b","5000","1000",0,"6000","1000","0","Yes","4","999","No",0,"n/a","2","Yes","0","2000","b","2400","2000",2000,"3000","0","n/a","Yes","4","999","Yes",500,"3000","Yes","Yes","Yes","Yes","Yes","Yes","2","4","No","Yes","Yes","5","False","True","False","False","False","False","False","False","c","c","3","Yes","1","c","2","No","n/a","True","False","False","False","False","5","5","5","5","5","5","a","a","b","b","c","c","a","a","c","c","Yes","Yes","Yes","3","Yes","No","Yes","Yes",12.2,"2022-07-26","2022-03-28","Yes","No","Yes","No","Bazooka","n/a",1,135,2500
"2022-07-19","AD_5","Yes","n/a","n/a","45","Male","f","Yes","n/a","Yes","Yes","3.1","Yes","Yes","10","5","Yes","Yes","3","4","Yes","Yes","Yes","5","5","4","Yes","0","50","a","5000","50",50,"6000","0","n/a","Yes","4","999","Yes",50,"4500","1","Yes","0","250","b","2500","250",250,"3000","0","n/a","Yes","4","999","No",0,"n/a","Yes","Yes","Yes","Yes","Yes","Yes","2","5","No","Yes","Yes","5","True","False","False","False","False","False","False","False","c","c","3","Yes","1","c","2","Yes","e","True","False","False","False","False","5","4","5","5","5","5","a","a","b","b","c","b","a","a","a","c","Yes","Yes","Yes","3","No","No","Yes","No",13.5,"2022-07-26","n/a","Yes","No","No","No","Longe 5 (nalongo)","n/a",96,NA,350
"2022-07-19","AD_138","Yes","n/a","n/a","30","Female","f","Yes","n/a","Yes","Yes","4.5","Yes","Yes","80","30","Yes","Yes","5","5","Yes","Yes","Yes","5","7","4","Yes","0","200","a","4700","200",200,"6000","0","n/a","Yes","4","999","No",0,"n/a","3","Yes","0","500","b","2500","500",500,"3000","0","n/a","Yes","4","999","Yes",200,"3000","Yes","No","Yes","Yes","Yes","Yes","2","2","No","Yes","Yes","5","False","False","False","False","False","False","False","True","c","c","3","Yes","1","c","2","No","n/a","True","False","False","False","False","5","5","5","5","5","5","a","a","b","b","c","c","a","b","c","c","Yes","Yes","Yes","2","No","No","Yes","No",12.4,"2022-07-26","n/a","Yes","No","Yes","Yes","Other hybrid or OPV","n/a",7,NA,900
"2022-08-01","AD_309","Yes","n/a","n/a","60","Male","f","Yes","n/a","n/a","n/a","n/a","n/a","Yes","30","20","Yes","Yes","4","5","Yes","n/a","n/a","n/a","3","2","Yes","0","50","b","4800","50",50,"6500","0","n/a","Yes","4","999","No",0,"n/a","1","Yes","0","150","b","2500","150",150,"3000","0","n/a","Yes","4","999","No",0,"n/a","Yes","Yes","Yes","Yes","Yes","Yes","2","3","No","Yes","n/a","5","False","True","False","False","False","False","False","False","c","c","3","Yes","1","c","3","Yes","e","True","False","False","False","False","5","4","5","5","5","5","a","a","b","b","c","b","a","b","c","c","Yes","Yes","Yes","3","No","No","Yes","Yes",11.8,"2022-08-05","n/a","Yes","No","No","No","Bazooka","n/a",1,NA,200
"2022-07-29","AD_95","Yes","n/a","n/a","35","Female","d","Yes","n/a","n/a","n/a","n/a","n/a","Yes","15","10","Yes","Yes","5","5","Yes","n/a","n/a","n/a","3","2","Yes","0","100","a","5500","100",100,"6500","0","n/a","Yes","4","999","No",0,"n/a","2","Yes","0","500","b","2800","500",500,"3000","0","n/a","Yes","4","999","Yes",300,"3000","No","Yes","No","No","Yes","Yes","2","3","No","No","n/a","5","False","True","False","False","False","False","False","False","c","c","3","Yes","1","c","3","Yes","e","True","False","False","False","False","5","5","5","5","5","5","a","a","c","b","c","c","a","b","c","c","No","No","No","2","No","No","No","No",15,"2022-08-05","2022-06-13","Yes","No","Yes","No","Longe 5 (nalongo)","n/a",17,58,900
"2022-07-22","AD_172","Yes","n/a","n/a","33","Male","f","Yes","n/a","Yes","Yes","4","No","Yes","100","50","Yes","Yes","5","5","Yes","n/a","n/a","n/a","13","10","Yes","0","300","b","4750","300",300,"6000","0","n/a","Yes","4","999","Yes",100,"4500","3","Yes","0","1200","a","2700","1200",1200,"3000","0","n/a","Yes","4","999","Yes",200,"3000","Yes","Yes","Yes","Yes","Yes","Yes","2","2","No","Yes","n/a","5","True","False","False","False","False","False","False","False","c","c","3","Yes","1","c","2","No","n/a","True","False","False","False","False","5","5","5","5","5","5","a","a","b","b","c","c","a","b","a","c","Yes","Yes","Yes","2","No","No","No","No",12.6,"2022-07-26","2022-03-05","Yes","No","No","No","Longe 7H","n/a",4,157.958333333333,1800
"2022-07-30","AD_300","Yes","n/a","n/a","50","Male","b","Yes","n/a","n/a","n/a","n/a","n/a","Yes","5","2","Yes","Yes","4","4","Yes","n/a","n/a","n/a","4","2","No","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","No",0,"n/a","2","Yes","0","150","a","2700","150",150,"3500","0","n/a","Yes","3","1","Yes",20,"3000","No","Yes","Yes","No","No","Yes","2","5","No","No","n/a","2","True","False","False","False","False","False","False","False","b","b","2","Yes","1","c","2","No","n/a","True","False","False","False","False","5","4","2","4","3","4","a","a","c","c","c","b","a","a","c","88","No","No","No","0","No","No","No","No",14.6,"2022-08-09","n/a","Yes","No","No","No","Longe 5 (nalongo)","n/a",96,NA,170
"2022-07-29","AD_287","Yes","n/a","n/a","45","Female","d","Yes","n/a","n/a","n/a","n/a","n/a","Yes","10","6","Yes","Yes","5","5","Yes","n/a","n/a","n/a","3","2","Yes","0","30","a","5000","30",30,"6000","0","n/a","Yes","4","999","No",0,"n/a","1","Yes","0","1000","b","2500","1000",1000,"3000","0","n/a","Yes","4","999","No",0,"n/a","No","Yes","Yes","Yes","Yes","Yes","2","5","No","No","n/a","5","False","False","False","False","False","False","False","True","c","c","3","Yes","1","c","2","Yes","e","True","False","False","False","False","5","5","5","5","4","5","a","a","c","b","c","c","a","a","a","c","No","No","No","2","No","No","No","No",12.7,"2022-08-09","2022-04-14","Yes","No","Yes","No","Bazooka","n/a",1,118,1030
"2022-08-05","AD_331","Yes","n/a","n/a","58","Male","c","Yes","n/a","n/a","n/a","n/a","n/a","Yes","20","6","98","Yes","4","5","Yes","n/a","n/a","n/a","3","2","Yes","6","50","b","5500","56",56,"7000","0","n/a","Yes","4","999","No",0,"n/a","1","Yes","0","40","b","2500","40",40,"3500","0","n/a","Yes","4","999","No",0,"n/a","Yes","Yes","No","No","Yes","Yes","2","2","No","Yes","n/a","5","False","False","False","False","False","False","False","True","c","c","3","Yes","1","b","2","No","n/a","True","False","False","False","False","5","5","5","5","5","5","a","a","c","b","c","b","a","a","c","c","No","Yes","Yes","2","No","No","No","No",12.7,"2022-08-09","2022-06-14","Yes","No","Yes","No","Longe 10H","n/a",1,57,96
"2022-07-23","AD_267","Yes","n/a","n/a","42","Male","d","Yes","n/a","Yes","Yes","3","No","No","15","3","Yes","Yes","3","3","Yes","Yes","Yes","5","1","0","No","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","No",0,"n/a","1","Yes","0","50","a","2700","50",50,"3500","0","n/a","Yes","4","999","No",0,"n/a","Yes","Yes","No","No","Yes","Yes","2","2","No","No","No","4","False","True","False","False","False","False","False","False","c","c","3","No","1","c","2","No","n/a","True","False","False","False","False","5","5","5","5","5","5","a","a","b","b","c","c","a","c","a","c","No","Yes","No","2","No","No","No","No",12.9,"2022-08-09","n/a","Yes","No","No","No","Longe 5 (nalongo)","n/a",96,NA,50
"2022-07-13","AD_225","Yes","n/a","n/a","50","Male","b","Yes","n/a","Yes","Yes","3.9","Yes","Yes","100","30","Yes","Yes","3","4","Yes","Yes","No","n/a","2","0","No","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","No",0,"n/a","2","Yes","0","100","a","2700","100",100,"3500","0","n/a","Yes","4","999","Yes",0,"3500","No","Yes","No","No","No","Yes","2","2","No","No","No","3","False","False","False","False","False","False","False","True","c","c","3","Yes","other","b","1","Yes","e","True","False","False","False","False","3","4","4","4","3","5","a","a","c","b","c","88","a","b","88","b","No","No","No","0","No","No","No","No",12.7,"2022-08-09","2022-02-28","Yes","No","Yes","No","Longe 7R/Kayongo-go","n/a",1,162.958333333333,100
"2022-08-01","AD_143","Yes","n/a","n/a","34","Male","f","Yes","n/a","n/a","n/a","n/a","n/a","Yes","20","15","Yes","Yes","4","5","Yes","n/a","n/a","n/a","3","2","Yes","0","200","a","4500","200",200,"5500","0","n/a","Yes","4","999","No",0,"n/a","1","Yes","0","350","a","3000","350",350,"3500","0","n/a","Yes","4","999","No",0,"n/a","No","Yes","No","Yes","Yes","Yes","2","3","No","No","n/a","5","True","False","False","False","False","False","False","False","c","c","3","Yes","1","b","2","No","n/a","True","False","False","False","False","5","5","5","5","5","5","a","c","c","b","c","c","a","a","a","c","No","No","No","1","No","No","No","No",16.9,"2022-08-09","2022-07-15","Yes","No","Yes","No","Longe 5 (nalongo)","n/a",2,26,550
"2022-07-29","AD_237","Yes","n/a","n/a","39","Male","d","Yes","n/a","Yes","Yes","2.5","No","Yes","10","5","Yes","Yes","4","4","Yes","Yes","Yes","5","4","2","Yes","0","70","a","5500","70",70,"6000","0","n/a","Yes","4","999","Yes",17,"5000","2","Yes","0","50","a","2700","50",50,"3700","0","n/a","Yes","4","999","No",0,"n/a","No","Yes","Yes","Yes","Yes","Yes","2","3","No","No","No","5","False","True","False","False","False","False","False","False","c","c","3","Yes","1","b","3","No","n/a","True","False","False","False","False","5","4","5","5","5","5","a","a","c","c","c","c","a","b","b","c","No","No","No","0","No","No","Yes","No",13.2,"2022-08-09","2022-01-27","Yes","No","No","No","Bazooka","n/a",1,194.958333333333,137
"2022-07-22","AD_115","Yes","n/a","n/a","29","Male","d","Yes","n/a","n/a","n/a","n/a","n/a","Yes","20","14","Yes","Yes","4","4","No","n/a","n/a","n/a","1","0","No","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","No",0,"n/a","1","Yes","0","150","a","2300","150",150,"3500","0","n/a","No","n/a","n/a","No",0,"n/a","No","No","No","No","Yes","Yes","2","5","No","No","n/a","3","False","False","False","False","True","False","False","False","b","b","2","Yes","other","a","2","Yes","b","True","False","False","False","False","4","5","4","4","3","2","a","b","88","c","b","a","a","a","a","b","No","No","No","0","No","No","No","No",12.8,"2022-08-09","n/a","Yes","No","Yes","No","Bazooka","n/a",1,NA,150
"2022-07-23","AD_38","Yes","n/a","n/a","27","Male","d","No","Male","Yes","Yes","4.6","No","No","3","0","Yes","Yes","4","4","No","No","n/a","n/a","0","0","No","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","No",0,"n/a","0","No","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","No",0,"n/a","No","Yes","No","No","Yes","Yes","2","2","No","No","No","4","True","False","False","False","False","False","False","False","c","c","3","No","other","c","1","No","n/a","True","False","False","False","False","4","5","5","5","2","5","a","a","c","c","c","c","a","b","a","b","No","No","No","0","No","No","No","No",12.6,"2022-08-09","2022-06-24","Yes","No","Yes","No","Longe 10H","n/a",1,47,0
"2022-07-28","AD_89","Yes","n/a","n/a","26","Female","d","Yes","n/a","n/a","n/a","n/a","n/a","Yes","20","10","Yes","Yes","5","5","Yes","n/a","n/a","n/a","3","1","Yes","0","20","a","5000","20",20,"6000","0","n/a","No","n/a","n/a","No",0,"n/a","2","Yes","300","0","n/a","n/a","300",300,"2000","0","n/a","No","n/a","n/a","Yes",100,"3000","Yes","No","No","No","Yes","Yes","2","3","No","No","n/a","4","True","False","False","False","False","False","False","False","c","c","1","Yes","other","c","2","No","n/a","True","True","False","False","False","4","4","5","4","3","5","c","b","b","b","c","b","b","b","a","c","No","No","No","0","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420
"2022-08-08","AD_126","Yes","n/a","n/a","36","Male","d","Yes","n/a","n/a","n/a","n/a","n/a","Yes","20","10","98","98","3","4","Yes","n/a","n/a","n/a","2","1","Yes","0","50","b","5000","50",50,"6000","0","n/a","Yes","4","999","No",0,"n/a","1","Yes","0","100","b","2500","100",100,"3000","0","n/a","Yes","4","999","No",0,"n/a","No","Yes","Yes","Yes","Yes","Yes","2","2","No","No","n/a","3","True","False","False","False","False","False","False","False","c","c","3","Yes","1","c","2","No","n/a","True","False","False","False","False","4","5","5","5","4","4","a","b","b","a","c","c","a","b","a","c","No","Yes","No","0","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150
"2022-07-15","AD_145","Yes","n/a","n/a","29","Male","f","Yes","n/a","Yes","No","n/a","No","Yes","50","30","Yes","Yes","5","5","Yes","n/a","n/a","n/a","5","3","Yes","0","50","a","5000","50",50,"6000","0","n/a","Yes","4","999","No",0,"n/a","2","Yes","0","200","a","2700","200",200,"3000","0","n/a","Yes","4","999","Yes",200,"3000","No","Yes","Yes","Yes","Yes","Yes","1","2","No","Yes","n/a","4","True","False","False","False","False","False","False","False","c","c","3","No","1","b","2","Yes","e","True","False","False","False","False","5","5","5","5","5","5","a","a","c","b","c","b","a","b","a","c","No","No","No","2","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450
