"farmer_ID","shop_ID","knows_dealer","bought_at_dealer","duration_customer","knows_other_customer","refunds","gives_credit","gives_advice","delivers","after_sales_service","payment_mehtods","small_quant","catchID"
"F_724","AD_279","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_725","AD_279","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_722","AD_279","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_721","AD_279","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1520","AD_279","Yes","No","n/a","Yes","No","No","No","No","No","No","No","35"
"F_1511","AD_279","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1514","AD_279","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1518","AD_279","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1519","AD_279","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1513","AD_279","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1515","AD_279","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1517","AD_279","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1512","AD_279","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1516","AD_279","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_451","AD_279","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_453","AD_279","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_455","AD_279","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_452","AD_279","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_460","AD_279","Yes","Yes","2019-01-01","n/a","98","98","Yes","98","98","No","Yes","35"
"F_459","AD_279","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_457","AD_279","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_458","AD_279","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_456","AD_279","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_454","AD_279","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1997","AD_279","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_2000","AD_279","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1991","AD_279","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1996","AD_279","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1999","AD_279","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1993","AD_279","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1995","AD_279","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1992","AD_279","Yes","Yes","2020-01-01","n/a","98","No","Yes","98","No","No","Yes","35"
"F_1994","AD_279","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1998","AD_279","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1334","AD_279","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_3179","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3175","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3172","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3171","AD_28","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3177","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3173","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3176","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3180","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3174","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3178","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_2961","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_2966","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_2962","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_2970","AD_28","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_2967","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_2963","AD_28","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_2969","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_2965","AD_28","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_2968","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_2964","AD_28","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_799","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_795","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_792","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_791","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_798","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_794","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_800","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_793","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_797","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_796","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_2762","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_2765","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_2766","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_2767","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_2770","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_2763","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_2764","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_2761","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_2768","AD_28","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_2769","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3199","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3200","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3195","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3196","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3198","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3191","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3192","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3193","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3197","AD_28","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3194","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3114","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3117","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3112","AD_28","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3113","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3119","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3116","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3115","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3111","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3120","AD_28","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3118","AD_28","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_2009","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_2008","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_2004","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_2002","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_2003","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_2010","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_2001","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_2006","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_2007","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_2005","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_926","AD_28","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_924","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_922","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_921","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_930","AD_28","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_925","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_929","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_927","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_923","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_928","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_408","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_402","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_405","AD_28","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_407","AD_28","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_410","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_404","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_403","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_406","AD_28","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_401","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_409","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3415","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3418","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3417","AD_28","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3416","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3412","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3414","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3420","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3413","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3419","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3411","AD_28","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3336","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3334","AD_28","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3339","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3332","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3335","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3340","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3338","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3331","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3333","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3337","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_609","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_610","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_608","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_606","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_605","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_603","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_607","AD_28","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_604","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_601","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_602","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_1191","AD_28","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_1194","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_1193","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_1199","AD_28","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_1196","AD_28","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_1198","AD_28","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_1195","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_1197","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_1192","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_1200","AD_28","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_2321","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_2326","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_2328","AD_28","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_2323","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_2324","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_2322","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_2327","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_2325","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_2329","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_2330","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_440","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_438","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_432","AD_28","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_434","AD_28","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_437","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_431","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_433","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_435","AD_28","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_436","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_439","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3463","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3469","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3468","AD_28","Yes","No","n/a","Yes","98","98","Yes","98","No","No","Yes","32"
"F_3464","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3461","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3470","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3465","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3466","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3467","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3462","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3121","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3126","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3123","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3128","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3130","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3125","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3122","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3129","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3124","AD_28","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_3127","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_2934","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_2936","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_2937","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_2931","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_2935","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_2938","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_2932","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_2940","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_2939","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_2933","AD_28","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","32"
"F_572","AD_286","Yes","Yes","2011-02-01","n/a","Yes","Yes","Yes","Yes","Yes","Yes","Yes","41"
"F_575","AD_286","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","41"
"F_573","AD_286","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","41"
"F_580","AD_286","Yes","Yes","1986-02-01","n/a","Yes","Yes","Yes","Yes","98","98","Yes","41"
"F_2076","AD_286","Yes","Yes","2011-01-01","n/a","98","98","Yes","No","No","98","Yes","41"
"F_2071","AD_286","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","41"
"F_2079","AD_286","Yes","Yes","2020-01-01","n/a","No","98","Yes","No","No","No","Yes","41"
"F_2078","AD_286","Yes","Yes","2013-01-01","n/a","No","No","Yes","No","No","Yes","Yes","41"
"F_2072","AD_286","Yes","Yes","2017-01-01","n/a","No","No","Yes","No","No","No","Yes","41"
"F_2075","AD_286","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","41"
"F_2074","AD_286","Yes","No","n/a","Yes","No","No","Yes","No","No","No","Yes","41"
"F_2077","AD_286","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","41"
"F_2073","AD_286","Yes","Yes","2015-01-01","n/a","No","98","Yes","Yes","No","No","Yes","41"
"F_2080","AD_286","Yes","Yes","2017-01-01","n/a","No","Yes","Yes","No","No","No","No","41"
"F_578","AD_286","Yes","Yes","2009-02-01","n/a","98","98","Yes","Yes","No","98","Yes","41"
"F_574","AD_286","Yes","Yes","2000-02-01","n/a","Yes","Yes","Yes","Yes","Yes","98","Yes","41"
"F_579","AD_286","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","41"
"F_571","AD_286","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","41"
"F_577","AD_286","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","41"
"F_576","AD_286","Yes","Yes","2006-02-01","n/a","98","Yes","Yes","Yes","98","98","Yes","41"
"F_2091","AD_288","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","96"
"F_2095","AD_288","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","96"
"F_2099","AD_288","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","96"
"F_2093","AD_288","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","96"
"F_2096","AD_288","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","96"
"F_2094","AD_288","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","96"
"F_2400","AD_288","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","96"
"F_2394","AD_288","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","96"
"F_2398","AD_288","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","96"
"F_2097","AD_288","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","96"
"F_2098","AD_288","Yes","Yes","2019-01-01","n/a","No","No","Yes","No","No","No","Yes","96"
"F_2100","AD_288","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","96"
"F_2393","AD_288","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","96"
"F_2396","AD_288","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","96"
"F_2399","AD_288","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","96"
"F_2391","AD_288","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","96"
"F_2392","AD_288","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","96"
"F_2395","AD_288","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","96"
